index,source_image,output_image,metadata,status,error
1,E:\mastercode\data\orange_wuxi\img\IMG_20260706_095454.jpg,E:\mastercode\4_baseline_choice\ai_aug_batch\IMG_20260706_095454_qwen_hard_20260716_160732.png,E:\mastercode\4_baseline_choice\ai_aug_batch\IMG_20260706_095454_qwen_hard_20260716_160732.json,ok,
