name,rows,mask_ap,mask_ap50,tail20,seconds,path,csv_sha256
F53_yolo11-seg-citrusformer-plus_300ep,300,60.394000000000005,79.634,59.851949999999995,26.40000000000009,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F53_yolo11-seg-citrusformer-plus_300ep\results.csv,fe3026a5068e6212f2176483fbc9429702f02caf560d344e9f85ea883d56bfac
F54_yolo11-seg-farformer-fla_300ep,296,67.267,82.906,65.60435,20.099999999999454,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F54_yolo11-seg-farformer-fla_300ep\results.csv,4c45dfc8998f07ab8bf115f64ba43e47ba46cf432ce0e17f7d521fcfe309d65e
F55_yolo11-seg-mwca_300ep,300,65.911,82.667,65.53609999999999,10.8900000000001,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F55_yolo11-seg-mwca_300ep\results.csv,a490099e88759a77c0c5dc762d201c26be44b1d8ed77e0240314e672d54438b4
F56_yolo11-seg-freqsuite_300ep,300,63.955,81.15299999999999,63.187000000000005,17.549999999999727,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F56_yolo11-seg-freqsuite_300ep\results.csv,bf1761d8b6ff86beff54cf5760d6fd55f581d290aa256c7f0e20e8745ef54e66
F57_yolo11-seg-hco_300ep,256,67.373,83.684,66.283,19.519999999999982,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F57_yolo11-seg-hco_300ep\results.csv,b8deb3bc56a3c7410656bf849e8b894f9883150eddf42dba055ae63e4fe59152
F58_yolo11-seg-hyperace_300ep,300,67.082,82.851,66.0984,18.949999999999818,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F58_yolo11-seg-hyperace_300ep\results.csv,6f2176ad1a9af25f9a45cc7dcd4fd6fc36a47bc116d300bc0688a63c0b5b17fc
F59_yolo11-seg-c3k2ls_300ep,300,66.57300000000001,82.793,65.46525,20.029999999999973,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F59_yolo11-seg-c3k2ls_300ep\results.csv,5932f2310fe2530693fc2e123260a201c60ecda682c378e8ead02acae40a9274
F60_yolo11-seg-tgp_300ep,300,61.415,78.039,61.02025,20.69000000000051,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F60_yolo11-seg-tgp_300ep\results.csv,1b3822fc72b3efc55d7acf0821b6b6330f1157a182e98236648e16ba6e3ed018
F61_yolo11-seg-tgp-tdam_300ep,300,63.339,80.394,62.3868,22.8599999999999,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F61_yolo11-seg-tgp-tdam_300ep\results.csv,b7beff9578680e61926deb033ba769a269759220335d7b76c7d2d1d2aeb08b76
F62_yolo11-seg-hsf_300ep,300,65.316,82.063,64.87950000000001,11.079999999999927,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F62_yolo11-seg-hsf_300ep\results.csv,30a3bef73e0ee1e7d670558cf742437242621126ef6c731077a7cb936327e2b6
F63_yolo11-seg-c3k2sxq_300ep,300,66.83,83.021,65.98405000000001,22.31000000000006,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F63_yolo11-seg-c3k2sxq_300ep\results.csv,a6a97b52087b9d8cea7eabab522368bd321ef684cb65815bbbfe9cfcfb0bf794
F64_yolo11-seg-c3k2moce_300ep,285,67.178,83.229,66.10249999999999,21.296999999999997,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F64_yolo11-seg-c3k2moce_300ep\results.csv,218d14058bd40949b1a43b3e6d83a016f6db7487efec16e59a3a2758a732730a
