"mismatch_order","split","order","gt_count","pred_count","extra_predictions","missing_predictions","abs_count_diff","image","output"
"372","train","608","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111739.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111739_train_gt04_pred05_diff01_extra+01.jpg"
"373","train","610","5","3","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_111741.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111741_train_gt05_pred03_diff02_extra-02.jpg"
"374","train","611","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111744.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111744_train_gt03_pred04_diff01_extra+01.jpg"
"375","train","612","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111747.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111747_train_gt01_pred02_diff01_extra+01.jpg"
"376","train","613","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111751.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111751_train_gt01_pred02_diff01_extra+01.jpg"
"377","train","615","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111809.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111809_train_gt04_pred05_diff01_extra+01.jpg"
"378","train","616","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111811.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111811_train_gt01_pred02_diff01_extra+01.jpg"
"379","train","624","10","6","-4","4","4","E:\mastercode\data\test\images\train\IMG_20260706_111849.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111849_train_gt10_pred06_diff04_extra-04.jpg"
"380","train","627","3","2","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_111952.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111952_train_gt03_pred02_diff01_extra-01.jpg"
"381","train","631","6","7","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_112002.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_112002_train_gt06_pred07_diff01_extra+01.jpg"
"382","train","633","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_112007.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_112007_train_gt03_pred04_diff01_extra+01.jpg"
"383","train","634","2","4","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_112008.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_112008_train_gt02_pred04_diff02_extra+02.jpg"
"384","train","637","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_112015.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_112015_train_gt03_pred04_diff01_extra+01.jpg"
"385","train","638","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_112018.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_112018_train_gt04_pred05_diff01_extra+01.jpg"
"386","train","639","0","1","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_112022.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_112022_train_gt00_pred01_diff01_extra+01.jpg"
"387","train","640","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_112036.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_112036_train_gt01_pred02_diff01_extra+01.jpg"
"388","test","1","6","5","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120154707.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120154707_test_gt06_pred05_diff01_extra-01.jpg"
"389","test","3","10","14","4","0","4","E:\mastercode\data\test\images\test\IMG20231120154732.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120154732_test_gt10_pred14_diff04_extra+04.jpg"
"390","test","4","5","6","1","0","1","E:\mastercode\data\test\images\test\IMG20231120154748.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120154748_test_gt05_pred06_diff01_extra+01.jpg"
"391","test","5","11","8","-3","3","3","E:\mastercode\data\test\images\test\IMG20231120154815.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120154815_test_gt11_pred08_diff03_extra-03.jpg"
"392","test","6","7","11","4","0","4","E:\mastercode\data\test\images\test\IMG20231120154841.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120154841_test_gt07_pred11_diff04_extra+04.jpg"
"393","test","7","3","2","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120154847.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120154847_test_gt03_pred02_diff01_extra-01.jpg"
"394","test","8","3","9","6","0","6","E:\mastercode\data\test\images\test\IMG20231120154925.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120154925_test_gt03_pred09_diff06_extra+06.jpg"
"395","test","9","7","8","1","0","1","E:\mastercode\data\test\images\test\IMG20231120155138.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120155138_test_gt07_pred08_diff01_extra+01.jpg"
"396","test","10","14","17","3","0","3","E:\mastercode\data\test\images\test\IMG20231120155850.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120155850_test_gt14_pred17_diff03_extra+03.jpg"
"397","test","11","13","14","1","0","1","E:\mastercode\data\test\images\test\IMG20231120155930.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120155930_test_gt13_pred14_diff01_extra+01.jpg"
"398","test","13","13","16","3","0","3","E:\mastercode\data\test\images\test\IMG20231120160247.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160247_test_gt13_pred16_diff03_extra+03.jpg"
"399","test","14","15","19","4","0","4","E:\mastercode\data\test\images\test\IMG20231120160249.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160249_test_gt15_pred19_diff04_extra+04.jpg"
"400","test","15","12","11","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120160320.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160320_test_gt12_pred11_diff01_extra-01.jpg"
"401","test","16","10","9","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120160329.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160329_test_gt10_pred09_diff01_extra-01.jpg"
"402","test","17","4","7","3","0","3","E:\mastercode\data\test\images\test\IMG20231120160335.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160335_test_gt04_pred07_diff03_extra+03.jpg"
"403","test","18","23","26","3","0","3","E:\mastercode\data\test\images\test\IMG20231120160352.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160352_test_gt23_pred26_diff03_extra+03.jpg"
"404","test","19","18","21","3","0","3","E:\mastercode\data\test\images\test\IMG20231120160410.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160410_test_gt18_pred21_diff03_extra+03.jpg"
"405","test","20","9","10","1","0","1","E:\mastercode\data\test\images\test\IMG20231120160413.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160413_test_gt09_pred10_diff01_extra+01.jpg"
"406","test","21","15","18","3","0","3","E:\mastercode\data\test\images\test\IMG20231120160426.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160426_test_gt15_pred18_diff03_extra+03.jpg"
"407","test","22","12","14","2","0","2","E:\mastercode\data\test\images\test\IMG20231120160427.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160427_test_gt12_pred14_diff02_extra+02.jpg"
"408","test","23","14","15","1","0","1","E:\mastercode\data\test\images\test\IMG20231120160429.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160429_test_gt14_pred15_diff01_extra+01.jpg"
"409","test","25","19","22","3","0","3","E:\mastercode\data\test\images\test\IMG20231120160449.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160449_test_gt19_pred22_diff03_extra+03.jpg"
"410","test","26","13","14","1","0","1","E:\mastercode\data\test\images\test\IMG20231120160501.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160501_test_gt13_pred14_diff01_extra+01.jpg"
"411","test","27","22","19","-3","3","3","E:\mastercode\data\test\images\test\IMG20231120160510.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160510_test_gt22_pred19_diff03_extra-03.jpg"
"412","test","28","8","10","2","0","2","E:\mastercode\data\test\images\test\IMG20231120160519.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160519_test_gt08_pred10_diff02_extra+02.jpg"
"413","test","29","14","17","3","0","3","E:\mastercode\data\test\images\test\IMG20231120160655.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160655_test_gt14_pred17_diff03_extra+03.jpg"
"414","test","30","23","15","-8","8","8","E:\mastercode\data\test\images\test\IMG20231120160659.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160659_test_gt23_pred15_diff08_extra-08.jpg"
"415","test","31","11","10","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120160704.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160704_test_gt11_pred10_diff01_extra-01.jpg"
"416","test","32","13","12","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120160707.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160707_test_gt13_pred12_diff01_extra-01.jpg"
"417","test","33","6","7","1","0","1","E:\mastercode\data\test\images\test\IMG20231120160709.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160709_test_gt06_pred07_diff01_extra+01.jpg"
"418","test","35","9","11","2","0","2","E:\mastercode\data\test\images\test\IMG20231120160725.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160725_test_gt09_pred11_diff02_extra+02.jpg"
"419","test","36","26","28","2","0","2","E:\mastercode\data\test\images\test\IMG20231120160730.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160730_test_gt26_pred28_diff02_extra+02.jpg"
"420","test","37","13","10","-3","3","3","E:\mastercode\data\test\images\test\IMG20231120160745.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160745_test_gt13_pred10_diff03_extra-03.jpg"
"421","test","38","9","10","1","0","1","E:\mastercode\data\test\images\test\IMG20231120160759.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160759_test_gt09_pred10_diff01_extra+01.jpg"
"422","test","41","7","5","-2","2","2","E:\mastercode\data\test\images\test\IMG20231120160810.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160810_test_gt07_pred05_diff02_extra-02.jpg"
"423","test","42","10","11","1","0","1","E:\mastercode\data\test\images\test\IMG20231120160906.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160906_test_gt10_pred11_diff01_extra+01.jpg"
"424","test","43","14","15","1","0","1","E:\mastercode\data\test\images\test\IMG20231120160912.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160912_test_gt14_pred15_diff01_extra+01.jpg"
"425","test","44","8","7","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120160949.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120160949_test_gt08_pred07_diff01_extra-01.jpg"
"426","test","45","10","12","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161029.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161029_test_gt10_pred12_diff02_extra+02.jpg"
"427","test","46","9","12","3","0","3","E:\mastercode\data\test\images\test\IMG20231120161054.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161054_test_gt09_pred12_diff03_extra+03.jpg"
"428","test","47","14","15","1","0","1","E:\mastercode\data\test\images\test\IMG20231120161107_BURST000_COVER.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST000_COVER_test_gt14_pred15_diff01_extra+01.jpg"
"429","test","48","12","15","3","0","3","E:\mastercode\data\test\images\test\IMG20231120161107_BURST001.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST001_test_gt12_pred15_diff03_extra+03.jpg"
"430","test","49","10","15","5","0","5","E:\mastercode\data\test\images\test\IMG20231120161107_BURST002.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST002_test_gt10_pred15_diff05_extra+05.jpg"
"431","test","50","11","16","5","0","5","E:\mastercode\data\test\images\test\IMG20231120161107_BURST003.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST003_test_gt11_pred16_diff05_extra+05.jpg"
"432","test","51","12","15","3","0","3","E:\mastercode\data\test\images\test\IMG20231120161107_BURST004.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST004_test_gt12_pred15_diff03_extra+03.jpg"
"433","test","52","11","16","5","0","5","E:\mastercode\data\test\images\test\IMG20231120161107_BURST005.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST005_test_gt11_pred16_diff05_extra+05.jpg"
"434","test","53","14","16","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST006.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST006_test_gt14_pred16_diff02_extra+02.jpg"
"435","test","54","14","16","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST007.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST007_test_gt14_pred16_diff02_extra+02.jpg"
"436","test","55","13","15","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST008.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST008_test_gt13_pred15_diff02_extra+02.jpg"
"437","test","56","17","15","-2","2","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST009.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST009_test_gt17_pred15_diff02_extra-02.jpg"
"438","test","57","16","15","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120161107_BURST010.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST010_test_gt16_pred15_diff01_extra-01.jpg"
"439","test","58","16","15","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120161107_BURST011.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST011_test_gt16_pred15_diff01_extra-01.jpg"
"440","test","59","17","16","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120161107_BURST012.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST012_test_gt17_pred16_diff01_extra-01.jpg"
"441","test","60","19","16","-3","3","3","E:\mastercode\data\test\images\test\IMG20231120161107_BURST013.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST013_test_gt19_pred16_diff03_extra-03.jpg"
"442","test","61","13","15","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST014.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST014_test_gt13_pred15_diff02_extra+02.jpg"
"443","test","62","13","15","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST015.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST015_test_gt13_pred15_diff02_extra+02.jpg"
"444","test","63","14","16","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST016.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST016_test_gt14_pred16_diff02_extra+02.jpg"
"445","test","65","17","19","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161107_BURST018.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161107_BURST018_test_gt17_pred19_diff02_extra+02.jpg"
"446","test","66","21","27","6","0","6","E:\mastercode\data\test\images\test\IMG20231120161112.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161112_test_gt21_pred27_diff06_extra+06.jpg"
"447","test","68","7","5","-2","2","2","E:\mastercode\data\test\images\test\IMG20231120161137.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161137_test_gt07_pred05_diff02_extra-02.jpg"
"448","test","69","27","18","-9","9","9","E:\mastercode\data\test\images\test\IMG20231120161204.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161204_test_gt27_pred18_diff09_extra-09.jpg"
"449","test","71","12","14","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161257.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161257_test_gt12_pred14_diff02_extra+02.jpg"
"450","test","73","7","8","1","0","1","E:\mastercode\data\test\images\test\IMG20231120161306.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161306_test_gt07_pred08_diff01_extra+01.jpg"
"451","test","74","5","7","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161315.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161315_test_gt05_pred07_diff02_extra+02.jpg"
"452","test","75","31","33","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161328.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161328_test_gt31_pred33_diff02_extra+02.jpg"
"453","test","76","21","25","4","0","4","E:\mastercode\data\test\images\test\IMG20231120161334.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161334_test_gt21_pred25_diff04_extra+04.jpg"
"454","test","77","20","21","1","0","1","E:\mastercode\data\test\images\test\IMG20231120161337.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161337_test_gt20_pred21_diff01_extra+01.jpg"
"455","test","78","14","16","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161338.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161338_test_gt14_pred16_diff02_extra+02.jpg"
"456","test","79","35","31","-4","4","4","E:\mastercode\data\test\images\test\IMG20231120161340_BURST000_COVER.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161340_BURST000_COVER_test_gt35_pred31_diff04_extra-04.jpg"
"457","test","80","23","30","7","0","7","E:\mastercode\data\test\images\test\IMG20231120161340_BURST001.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161340_BURST001_test_gt23_pred30_diff07_extra+07.jpg"
"458","test","81","14","19","5","0","5","E:\mastercode\data\test\images\test\IMG20231120161342.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161342_test_gt14_pred19_diff05_extra+05.jpg"
"459","test","82","9","8","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120161349.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161349_test_gt09_pred08_diff01_extra-01.jpg"
"460","test","83","9","11","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161415.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161415_test_gt09_pred11_diff02_extra+02.jpg"
"461","test","84","4","7","3","0","3","E:\mastercode\data\test\images\test\IMG20231120161515.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161515_test_gt04_pred07_diff03_extra+03.jpg"
"462","test","85","6","8","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161526.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161526_test_gt06_pred08_diff02_extra+02.jpg"
"463","test","87","6","3","-3","3","3","E:\mastercode\data\test\images\test\IMG20231120161558.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161558_test_gt06_pred03_diff03_extra-03.jpg"
"464","test","88","7","6","-1","1","1","E:\mastercode\data\test\images\test\IMG20231120161606.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161606_test_gt07_pred06_diff01_extra-01.jpg"
"465","test","90","6","8","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161638.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161638_test_gt06_pred08_diff02_extra+02.jpg"
"466","test","91","13","17","4","0","4","E:\mastercode\data\test\images\test\IMG20231120161709.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161709_test_gt13_pred17_diff04_extra+04.jpg"
"467","test","92","16","19","3","0","3","E:\mastercode\data\test\images\test\IMG20231120161719.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161719_test_gt16_pred19_diff03_extra+03.jpg"
"468","test","93","10","14","4","0","4","E:\mastercode\data\test\images\test\IMG20231120161721.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161721_test_gt10_pred14_diff04_extra+04.jpg"
"469","test","95","19","20","1","0","1","E:\mastercode\data\test\images\test\IMG20231120161728.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161728_test_gt19_pred20_diff01_extra+01.jpg"
"470","test","96","19","21","2","0","2","E:\mastercode\data\test\images\test\IMG20231120161739.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161739_test_gt19_pred21_diff02_extra+02.jpg"
"471","test","97","7","5","-2","2","2","E:\mastercode\data\test\images\test\IMG20231120161741.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161741_test_gt07_pred05_diff02_extra-02.jpg"
"472","test","98","6","7","1","0","1","E:\mastercode\data\test\images\test\IMG20231120161746.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161746_test_gt06_pred07_diff01_extra+01.jpg"
"473","test","100","8","5","-3","3","3","E:\mastercode\data\test\images\test\IMG20231120161750.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161750_test_gt08_pred05_diff03_extra-03.jpg"
"474","test","102","11","16","5","0","5","E:\mastercode\data\test\images\test\IMG20231120161836.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161836_test_gt11_pred16_diff05_extra+05.jpg"
"475","test","103","12","17","5","0","5","E:\mastercode\data\test\images\test\IMG20231120161838.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG20231120161838_test_gt12_pred17_diff05_extra+05.jpg"
