group,source_images,output_image,metadata,status,error
1,E:\mastercode\data\orange_wuxi\img\IMG_20260706_095454.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095458.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095525.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095525_1.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095609.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095647.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095659.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095713.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095734.jpg,,,failed,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。'))"
