group,source_images,output_image,metadata,status,error
1,E:\mastercode\data\orange_wuxi\img\IMG_20260706_095454.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095458.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095525.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095525_1.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095609.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095647.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095659.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095713.jpg | E:\mastercode\data\orange_wuxi\img\IMG_20260706_095734.jpg,,,failed,"HTTPSConnectionPool(host='ws-m5q16fatscvfek7o.cn-beijing.maas.aliyuncs.com', port=443): Max retries exceeded with url: /api/v1/services/aigc/multimodal-generation/generation (Caused by ProxyError('Unable to connect to proxy', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。')))"
