epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
51,0.0825358916901052,0.9718,0.2763360843635164,0.926
52,0.07076891946308315,0.9747,0.2144748591785319,0.9400000000000001
53,0.0483453203279525,0.9831000000000001,0.28731298409774897,0.926
54,0.06545872638542205,0.9779,0.30310414932854474,0.928
55,0.0781683024931699,0.9738,0.2724681260213256,0.919
56,0.04387251155469567,0.9846,0.37080050723216845,0.929
57,0.08895427045598626,0.9717,0.44064073207974436,0.904
58,0.06764757014140486,0.9772000000000001,0.2720824293754995,0.923
59,0.081187795484066,0.9708,0.25323676762520336,0.929
60,0.06351062040813267,0.9795,0.5118113222308457,0.892
61,0.05723886374859139,0.9783000000000001,0.29794050741870887,0.92
62,0.060009086600877344,0.9792000000000001,0.22463325491941213,0.9380000000000001
63,0.05730911476262845,0.9811000000000001,0.41539559334516524,0.898
64,0.07385121243670582,0.9753000000000001,0.2531277547478676,0.929
65,0.06766050681676716,0.9768,0.28853058389821673,0.927
66,0.05138596506472677,0.9823000000000001,0.23103042117320002,0.934
67,0.05191179565563798,0.9820000000000001,0.2601289301775396,0.9440000000000001
68,0.05803785613803193,0.9813000000000001,0.31331620779260994,0.919
69,0.05069636366274208,0.9828,0.5141232517422177,0.889
70,0.05336996202983428,0.9825,0.39219842936471105,0.904
71,0.05697406633663923,0.9811000000000001,0.36404552147665525,0.907
72,0.08859616288766264,0.9713,0.29862479131796865,0.926
73,0.06920803104108199,0.9763000000000001,0.24377012196648867,0.937
74,0.04028274396480992,0.9860000000000001,0.29070889654569326,0.928
75,0.06903535248325206,0.9764,0.35292200684547426,0.913
76,0.060404433284234255,0.9795,0.26774474087916317,0.92
77,0.05086249017883092,0.9823000000000001,0.2922065197012853,0.928
78,0.04158691011811606,0.9861000000000001,0.3655908076474443,0.917
79,0.04994041709564626,0.9840000000000001,0.2781821643561125,0.9450000000000001
80,0.054011171862715854,0.9818,0.3250328896911815,0.926
81,0.05838516359310597,0.9801000000000001,0.28254836300201713,0.93
82,0.05940206487365067,0.9801000000000001,0.2646030147876591,0.924
83,0.02841323276902549,0.9914000000000001,0.33358046707231553,0.92
84,0.055908071026671675,0.9827,0.27983905711025,0.925
85,0.06569148083855399,0.9795,0.19117087568622082,0.9440000000000001
86,0.04635135852224193,0.9844,0.22059850125503727,0.933
87,0.054165374947618694,0.9822000000000001,0.34057896500453355,0.922
88,0.04231438154103234,0.9865,0.34857853277027606,0.92
89,0.05444429660543101,0.9826,0.30124659172445534,0.924
90,0.06128094018101692,0.9829,0.34948440942625164,0.931
91,0.056835964083112776,0.9817,0.2695851709409617,0.933
92,0.041229281216021624,0.9878,0.3354576258994639,0.921
93,0.051632187162234916,0.9832000000000001,0.4185398705014959,0.913
94,0.034917075641755946,0.9890000000000001,0.25002008776448204,0.932
95,0.07706967018045252,0.9742000000000001,0.3968344376944005,0.917
96,0.019827526249003132,0.9939,0.2716408039786038,0.9390000000000001
97,0.04525751531724818,0.9850000000000001,0.25069599206605925,0.9390000000000001
98,0.04510077636516653,0.9853000000000001,0.3613869736341876,0.92
99,0.054569886133261025,0.9828,0.21233923477632924,0.935
100,0.03806176467789337,0.9869,0.2859860751288943,0.9410000000000001
