epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,3680.83,0.42382,0.3299,0.94809,0.91864,0.92388,0.91669,0.78519,0.67451,0.44877,1.32819,0.0003961,0.0003961,0.0003961
185,3699.71,0.40913,0.31824,0.95127,0.93003,0.93636,0.94635,0.79594,0.64678,0.43714,1.26162,0.0003928,0.0003928,0.0003928
186,3718.22,0.42124,0.31754,0.9516,0.93714,0.92727,0.95264,0.80517,0.66648,0.43996,1.28966,0.0003895,0.0003895,0.0003895
187,3736.99,0.42525,0.32017,0.95004,0.94389,0.94545,0.95063,0.80383,0.64461,0.43556,1.24514,0.0003862,0.0003862,0.0003862
188,3755.59,0.42045,0.31984,0.94919,0.90165,0.94545,0.93977,0.7769,0.66386,0.45149,1.26935,0.0003829,0.0003829,0.0003829
189,3774.3,0.40369,0.31452,0.93977,0.91811,0.95455,0.94937,0.78947,0.64522,0.42522,1.24773,0.0003796,0.0003796,0.0003796
190,3793.07,0.4149,0.32005,0.94427,0.92915,0.95384,0.94121,0.77359,0.6474,0.43605,1.26307,0.0003763,0.0003763,0.0003763
191,3811.81,0.42222,0.32959,0.94616,0.93446,0.90736,0.94016,0.7695,0.68192,0.46809,1.28488,0.000373,0.000373,0.000373
192,3830.56,0.41259,0.31426,0.94112,0.97023,0.93636,0.95446,0.79562,0.64308,0.41444,1.24935,0.0003697,0.0003697,0.0003697
193,3849.1,0.40777,0.31144,0.93794,0.96002,0.95455,0.95279,0.78961,0.65623,0.41806,1.25142,0.0003664,0.0003664,0.0003664
194,3867.92,0.40492,0.30791,0.92829,0.93037,0.97174,0.9477,0.7885,0.65105,0.43095,1.25128,0.0003631,0.0003631,0.0003631
195,3886.44,0.40191,0.30202,0.93212,0.9433,0.96364,0.94644,0.79385,0.65091,0.42434,1.26556,0.0003598,0.0003598,0.0003598
196,3905.15,0.40506,0.30377,0.94243,0.95195,0.94545,0.95327,0.80347,0.65218,0.42354,1.26198,0.0003565,0.0003565,0.0003565
197,3924.29,0.40176,0.30519,0.93428,0.9267,0.95455,0.95133,0.78966,0.67237,0.4151,1.29362,0.0003532,0.0003532,0.0003532
198,3942.88,0.4097,0.31576,0.93189,0.92966,0.96119,0.95108,0.79856,0.63517,0.41175,1.22199,0.0003499,0.0003499,0.0003499
199,3961.24,0.40143,0.314,0.93777,0.9213,0.91818,0.92059,0.78338,0.66593,0.41981,1.27801,0.0003466,0.0003466,0.0003466
200,3979.93,0.40672,0.31118,0.93715,0.92085,0.95188,0.93803,0.79103,0.64672,0.43008,1.2494,0.0003433,0.0003433,0.0003433
201,3998.54,0.40141,0.30919,0.92887,0.9448,0.94545,0.94944,0.78748,0.64794,0.4221,1.27659,0.00034,0.00034,0.00034
202,4017.25,0.39313,0.2993,0.93194,0.94495,0.93632,0.9477,0.79297,0.64044,0.43851,1.26455,0.0003367,0.0003367,0.0003367
203,4036.06,0.40087,0.30633,0.93122,0.92781,0.93477,0.93127,0.78541,0.64207,0.46015,1.25916,0.0003334,0.0003334,0.0003334
204,4054.96,0.3873,0.2929,0.92849,0.94442,0.92681,0.93139,0.76895,0.693,0.44667,1.35251,0.0003301,0.0003301,0.0003301
205,4073.64,0.3873,0.29774,0.92641,0.94455,0.95455,0.95164,0.78283,0.66305,0.43605,1.2954,0.0003268,0.0003268,0.0003268
206,4092.35,0.38041,0.29203,0.91722,0.94148,0.92727,0.95198,0.78097,0.65327,0.4323,1.27082,0.0003235,0.0003235,0.0003235
207,6180.48,0.38871,0.29404,0.92632,0.92904,0.95219,0.9543,0.79467,0.64562,0.41965,1.25018,0.0003202,0.0003202,0.0003202
208,6198.83,0.38524,0.29175,0.92525,0.94429,0.92457,0.93656,0.78626,0.63978,0.42731,1.2512,0.0003169,0.0003169,0.0003169
209,6217.32,0.38652,0.29867,0.92574,0.93728,0.95455,0.95586,0.79963,0.63006,0.4277,1.23985,0.0003136,0.0003136,0.0003136
210,6235.87,0.38526,0.29529,0.92422,0.95047,0.91818,0.95582,0.79369,0.65703,0.42743,1.27634,0.0003103,0.0003103,0.0003103
211,6254.26,0.3782,0.2875,0.91542,0.92512,0.92727,0.93109,0.78194,0.65128,0.4604,1.25024,0.000307,0.000307,0.000307
212,6275.25,0.379,0.28479,0.92113,0.89498,0.95455,0.93084,0.78338,0.64734,0.44894,1.26426,0.0003037,0.0003037,0.0003037
213,6297.3,0.38256,0.28799,0.91937,0.92854,0.94507,0.9455,0.77604,0.66438,0.4396,1.30634,0.0003004,0.0003004,0.0003004
214,6320.21,0.37735,0.28572,0.91639,0.94468,0.94545,0.95337,0.78964,0.66401,0.42694,1.32022,0.0002971,0.0002971,0.0002971
215,6341.2,0.37442,0.28524,0.90875,0.92556,0.92727,0.91424,0.75407,0.66537,0.44509,1.29813,0.0002938,0.0002938,0.0002938
216,6362.77,0.37957,0.28336,0.93163,0.91677,0.93636,0.92116,0.76545,0.69014,0.42515,1.3573,0.0002905,0.0002905,0.0002905
217,6383.85,0.37342,0.28311,0.91966,0.95325,0.92689,0.9288,0.74948,0.66263,0.45094,1.28414,0.0002872,0.0002872,0.0002872
218,6405.85,0.36748,0.27979,0.91609,0.96219,0.92532,0.9422,0.76539,0.66075,0.42766,1.30355,0.0002839,0.0002839,0.0002839
219,6427.05,0.37557,0.28564,0.9092,0.93487,0.94545,0.94346,0.76731,0.6526,0.43897,1.30492,0.0002806,0.0002806,0.0002806
220,6449.16,0.37288,0.29445,0.9147,0.94482,0.934,0.93649,0.77075,0.67481,0.44458,1.33791,0.0002773,0.0002773,0.0002773
221,6473.23,0.3705,0.27813,0.91189,0.94707,0.90909,0.92493,0.77576,0.64753,0.43324,1.25423,0.000274,0.000274,0.000274
222,6496.21,0.3691,0.28467,0.91203,0.92431,0.92727,0.92299,0.77729,0.64484,0.44398,1.25167,0.0002707,0.0002707,0.0002707
223,6518.42,0.36904,0.2804,0.91291,0.92838,0.94272,0.91922,0.76987,0.65784,0.43007,1.29883,0.0002674,0.0002674,0.0002674
224,6540.24,0.36414,0.27548,0.90316,0.9189,0.92707,0.91577,0.76711,0.65576,0.44358,1.28393,0.0002641,0.0002641,0.0002641
225,6561.35,0.35848,0.27237,0.90975,0.94367,0.94545,0.94963,0.77621,0.66302,0.44474,1.29822,0.0002608,0.0002608,0.0002608
226,6583.36,0.36025,0.2694,0.9064,0.93624,0.93437,0.9476,0.77555,0.65575,0.43996,1.29645,0.0002575,0.0002575,0.0002575
227,6605.44,0.3638,0.28358,0.90774,0.92856,0.94525,0.95134,0.76671,0.68134,0.4438,1.33629,0.0002542,0.0002542,0.0002542
228,6627.19,0.36194,0.27657,0.90805,0.92661,0.91818,0.9214,0.76526,0.67253,0.46765,1.28328,0.0002509,0.0002509,0.0002509
229,6649.05,0.35981,0.27213,0.89635,0.93574,0.92661,0.92959,0.77208,0.65867,0.46162,1.28215,0.0002476,0.0002476,0.0002476
230,6671.33,0.35414,0.27454,0.89781,0.93366,0.90909,0.93395,0.77118,0.64332,0.45686,1.25867,0.0002443,0.0002443,0.0002443
231,6692.38,0.35373,0.26597,0.90335,0.92462,0.9,0.91495,0.78189,0.64168,0.44841,1.2485,0.000241,0.000241,0.000241
232,6714.43,0.36064,0.26895,0.90519,0.90901,0.90826,0.9153,0.77239,0.65677,0.44579,1.27878,0.0002377,0.0002377,0.0002377
233,6736.03,0.34482,0.26571,0.8985,0.93258,0.9,0.91385,0.76762,0.65862,0.45241,1.26702,0.0002344,0.0002344,0.0002344
234,6757.54,0.35478,0.26766,0.90435,0.94087,0.88182,0.92092,0.77662,0.67755,0.43836,1.31383,0.0002311,0.0002311,0.0002311
235,6780.61,0.34927,0.26847,0.90853,0.93831,0.89091,0.91955,0.783,0.6404,0.43582,1.2393,0.0002278,0.0002278,0.0002278
236,6802.38,0.34887,0.26783,0.90488,0.92962,0.89091,0.91315,0.77437,0.64998,0.45174,1.26416,0.0002245,0.0002245,0.0002245
237,6824.41,0.33945,0.25726,0.89467,0.93456,0.90875,0.90686,0.77063,0.64993,0.45891,1.28474,0.0002212,0.0002212,0.0002212
238,6846.34,0.34208,0.26412,0.89923,0.94266,0.91818,0.93018,0.78056,0.6485,0.4465,1.26252,0.0002179,0.0002179,0.0002179
239,6867.21,0.33987,0.26123,0.89709,0.94995,0.9,0.93227,0.77822,0.65027,0.45417,1.26433,0.0002146,0.0002146,0.0002146
240,6887.87,0.34332,0.26057,0.89645,0.94337,0.9087,0.92905,0.7831,0.65138,0.42545,1.27092,0.0002113,0.0002113,0.0002113
241,6908.74,0.34083,0.26308,0.88831,0.93379,0.91818,0.93109,0.78079,0.66074,0.42172,1.29504,0.000208,0.000208,0.000208
242,6929.68,0.34689,0.26337,0.89928,0.93588,0.93636,0.92877,0.78611,0.65929,0.4254,1.27908,0.0002047,0.0002047,0.0002047
243,6950.78,0.34969,0.26552,0.89439,0.94227,0.91818,0.92479,0.78425,0.64838,0.44068,1.27032,0.0002014,0.0002014,0.0002014
244,6971.51,0.34624,0.26408,0.89786,0.94427,0.92428,0.92383,0.78151,0.64765,0.43989,1.26453,0.0001981,0.0001981,0.0001981
245,6992.55,0.35055,0.26446,0.89778,0.94356,0.92727,0.92877,0.78344,0.63965,0.43711,1.26749,0.0001948,0.0001948,0.0001948
246,7013.47,0.33469,0.24907,0.89504,0.92543,0.92727,0.92758,0.78339,0.63979,0.43847,1.25217,0.0001915,0.0001915,0.0001915
247,7034.34,0.33688,0.25193,0.88729,0.94144,0.90909,0.91923,0.7788,0.64127,0.45268,1.2487,0.0001882,0.0001882,0.0001882
248,7055.24,0.33228,0.25595,0.89345,0.95228,0.90712,0.91948,0.77291,0.65051,0.44932,1.27771,0.0001849,0.0001849,0.0001849
249,7076.87,0.33277,0.25696,0.88772,0.95323,0.92647,0.94229,0.7811,0.64833,0.43926,1.2855,0.0001816,0.0001816,0.0001816
250,7097.44,0.33395,0.25644,0.89027,0.95937,0.90909,0.94333,0.77548,0.64562,0.44885,1.28048,0.0001783,0.0001783,0.0001783
251,7118.23,0.33099,0.25022,0.88483,0.94385,0.91818,0.93635,0.79463,0.63133,0.4489,1.24244,0.000175,0.000175,0.000175
252,7139.1,0.33253,0.25654,0.89601,0.96015,0.92727,0.9541,0.78543,0.64819,0.42613,1.28183,0.0001717,0.0001717,0.0001717
253,7159.93,0.32407,0.24892,0.8861,0.96204,0.92727,0.94742,0.78195,0.64068,0.42368,1.2705,0.0001684,0.0001684,0.0001684
254,7180.66,0.33463,0.26058,0.8823,0.95369,0.93605,0.94592,0.78276,0.64682,0.44361,1.29115,0.0001651,0.0001651,0.0001651
255,7201.33,0.3297,0.24889,0.88791,0.95365,0.9353,0.94616,0.77502,0.64999,0.43432,1.29096,0.0001618,0.0001618,0.0001618
256,7222.09,0.33238,0.25432,0.89024,0.96225,0.92691,0.94742,0.7688,0.65429,0.4239,1.30187,0.0001585,0.0001585,0.0001585
257,7242.94,0.32565,0.25222,0.89057,0.9601,0.92727,0.94708,0.78238,0.65527,0.43009,1.3192,0.0001552,0.0001552,0.0001552
258,7263.78,0.32584,0.24755,0.87997,0.95845,0.92727,0.94494,0.7784,0.65122,0.42021,1.30268,0.0001519,0.0001519,0.0001519
259,7284.5,0.32652,0.2454,0.8797,0.95294,0.93636,0.94608,0.78093,0.65617,0.41354,1.30837,0.0001486,0.0001486,0.0001486
260,7305.37,0.3236,0.24741,0.87785,0.96286,0.9428,0.94775,0.79015,0.65636,0.42218,1.3179,0.0001453,0.0001453,0.0001453
261,7326.13,0.32443,0.24667,0.88441,0.95293,0.94545,0.94856,0.78974,0.65427,0.4309,1.3076,0.000142,0.000142,0.000142
262,7346.77,0.32615,0.24692,0.88536,0.97163,0.93398,0.94614,0.79034,0.65797,0.42589,1.30024,0.0001387,0.0001387,0.0001387
263,7367.05,0.32124,0.24924,0.88787,0.94321,0.90588,0.91283,0.78765,0.6513,0.4433,1.28945,0.0001354,0.0001354,0.0001354
264,7387.29,0.31078,0.24318,0.87765,0.9238,0.92727,0.90678,0.78546,0.64659,0.44553,1.28365,0.0001321,0.0001321,0.0001321
265,7406.55,0.31929,0.24615,0.88016,0.93467,0.92727,0.90689,0.78228,0.64198,0.44246,1.27919,0.0001288,0.0001288,0.0001288
266,7425.63,0.32095,0.24864,0.88245,0.97138,0.92564,0.94341,0.7912,0.63976,0.42216,1.27017,0.0001255,0.0001255,0.0001255
267,7444.92,0.30862,0.24062,0.87647,0.95228,0.93636,0.9413,0.7887,0.63558,0.42621,1.27845,0.0001222,0.0001222,0.0001222
268,7464.02,0.31803,0.245,0.87654,0.95262,0.93636,0.94559,0.78698,0.64178,0.42481,1.28141,0.0001189,0.0001189,0.0001189
269,7483.12,0.31532,0.24389,0.87329,0.9519,0.93636,0.94587,0.78958,0.64067,0.43196,1.26441,0.0001156,0.0001156,0.0001156
270,7503.42,0.31252,0.24008,0.87499,0.97107,0.91555,0.94554,0.79091,0.64113,0.41459,1.28582,0.0001123,0.0001123,0.0001123
271,7524.43,0.31569,0.23962,0.87997,0.93686,0.94426,0.94735,0.7989,0.64498,0.41076,1.28261,0.000109,0.000109,0.000109
272,7545.63,0.30738,0.24145,0.87368,0.95573,0.92727,0.94723,0.78999,0.63741,0.41908,1.26209,0.0001057,0.0001057,0.0001057
273,7567.01,0.31815,0.24108,0.88111,0.95793,0.93636,0.94505,0.79304,0.6411,0.42717,1.27314,0.0001024,0.0001024,0.0001024
274,7588.8,0.31018,0.23984,0.87665,0.96167,0.92727,0.94374,0.78939,0.63669,0.43459,1.26558,9.91e-05,9.91e-05,9.91e-05
275,7610.33,0.31655,0.24404,0.87672,0.94797,0.93636,0.94294,0.78819,0.63974,0.42112,1.26156,9.58e-05,9.58e-05,9.58e-05
276,7631.46,0.30813,0.23921,0.88116,0.95356,0.93337,0.94276,0.79106,0.64374,0.41438,1.26932,9.25e-05,9.25e-05,9.25e-05
277,7652.57,0.30486,0.23237,0.88123,0.95344,0.93073,0.94504,0.78758,0.64036,0.41667,1.25374,8.92e-05,8.92e-05,8.92e-05
278,7673.14,0.30841,0.24031,0.86993,0.94181,0.93636,0.94444,0.79011,0.6412,0.41352,1.25512,8.59e-05,8.59e-05,8.59e-05
279,7692.95,0.30557,0.23559,0.87006,0.95354,0.93301,0.94475,0.7894,0.64365,0.40832,1.25989,8.26e-05,8.26e-05,8.26e-05
280,7712.7,0.30726,0.23707,0.87468,0.95605,0.92727,0.94216,0.79057,0.64301,0.41586,1.25665,7.93e-05,7.93e-05,7.93e-05
281,7731.97,0.29918,0.23082,0.86743,0.95056,0.92727,0.93999,0.78562,0.64124,0.42407,1.2552,7.6e-05,7.6e-05,7.6e-05
282,7751.1,0.31138,0.23973,0.86964,0.96854,0.91818,0.94227,0.79118,0.63337,0.41845,1.24748,7.27e-05,7.27e-05,7.27e-05
283,7771.06,0.30731,0.23643,0.86591,0.96568,0.91818,0.94312,0.79205,0.63174,0.41648,1.25087,6.94e-05,6.94e-05,6.94e-05
284,7793.6,0.30274,0.23191,0.87599,0.96752,0.91818,0.94371,0.79149,0.63011,0.41571,1.2497,6.61e-05,6.61e-05,6.61e-05
285,7815.61,0.30418,0.23874,0.86988,0.96683,0.91818,0.94504,0.79881,0.62621,0.41942,1.24717,6.28e-05,6.28e-05,6.28e-05
286,7837.57,0.29782,0.22941,0.8671,0.96752,0.91818,0.94401,0.799,0.62302,0.42882,1.2432,5.95e-05,5.95e-05,5.95e-05
287,7859.68,0.29722,0.22785,0.86938,0.96249,0.93314,0.9435,0.79806,0.62596,0.41901,1.24506,5.62e-05,5.62e-05,5.62e-05
288,7882.01,0.30316,0.23231,0.87608,0.96063,0.92727,0.94603,0.80103,0.6314,0.41656,1.25456,5.29e-05,5.29e-05,5.29e-05
289,7904.24,0.2987,0.23241,0.87222,0.96075,0.92727,0.94723,0.80165,0.63397,0.41886,1.2604,4.96e-05,4.96e-05,4.96e-05
290,7926.54,0.30381,0.23226,0.86982,0.96015,0.92727,0.94636,0.80032,0.63138,0.419,1.25539,4.63e-05,4.63e-05,4.63e-05
291,7948.92,0.29343,0.22733,0.87026,0.9537,0.93618,0.94389,0.79692,0.6315,0.42648,1.25995,4.3e-05,4.3e-05,4.3e-05
292,7971.6,0.2918,0.22462,0.86177,0.95367,0.93567,0.94366,0.79326,0.63642,0.42918,1.27156,3.97e-05,3.97e-05,3.97e-05
293,7995.63,0.29624,0.22766,0.86726,0.95227,0.93636,0.94496,0.79322,0.6401,0.42498,1.27398,3.64e-05,3.64e-05,3.64e-05
294,8019.74,0.29073,0.22684,0.87142,0.95103,0.93636,0.94616,0.79526,0.6465,0.42038,1.28574,3.31e-05,3.31e-05,3.31e-05
295,8044.1,0.29636,0.22809,0.86604,0.96254,0.93449,0.94524,0.79268,0.6483,0.42113,1.30318,2.98e-05,2.98e-05,2.98e-05
296,8068.47,0.29168,0.23098,0.87015,0.95401,0.94295,0.94541,0.79258,0.6447,0.42361,1.29524,2.65e-05,2.65e-05,2.65e-05
297,8092.53,0.28595,0.21985,0.86962,0.95341,0.93636,0.94596,0.79388,0.63611,0.42218,1.27335,2.32e-05,2.32e-05,2.32e-05
298,8116.27,0.29858,0.23145,0.86999,0.9523,0.93636,0.9463,0.79391,0.63591,0.42348,1.26661,1.99e-05,1.99e-05,1.99e-05
299,8140.84,0.2915,0.22754,0.86699,0.95222,0.93636,0.94602,0.79303,0.63847,0.42087,1.26413,1.66e-05,1.66e-05,1.66e-05
300,8191.57,0.29171,0.22563,0.86021,0.95223,0.93636,0.94571,0.79448,0.63798,0.42248,1.26422,1.33e-05,1.33e-05,1.33e-05
