confidence,recall,precision
0.9585509300231934,0.0009532888465204957,1.0
0.9474332332611084,0.030505243088655862,1.0
0.94378662109375,0.06005719733079123,1.0
0.9412796497344971,0.08960915157292659,1.0
0.9392126798629761,0.11916110581506197,1.0
0.9370667338371277,0.14966634890371783,1.0
0.935225248336792,0.17921830314585319,1.0
0.9325624108314514,0.20877025738798857,1.0
0.9303279519081116,0.23832221163012393,1.0
0.9282925724983215,0.2688274547187798,1.0
0.926403284072876,0.29837940896091514,1.0
0.923645555973053,0.3279313632030505,1.0
0.9202001690864563,0.3574833174451859,1.0
0.9156830310821533,0.38703527168732127,1.0
0.912031888961792,0.41754051477597715,1.0
0.9073798656463623,0.4470924690181125,1.0
0.901788055896759,0.47664442326024786,1.0
0.8945119976997375,0.5042897998093422,0.9962335216572504
0.8849331736564636,0.5338417540514776,0.9946714031971581
0.8747761845588684,0.5624404194470924,0.9932659932659933
0.8583950996398926,0.5910390848427073,0.992
0.8471124172210693,0.6177311725452812,0.9878048780487805
0.8301635384559631,0.6453765490943756,0.9840116279069767
0.8140900135040283,0.6711153479504289,0.9791376912378303
0.8032255172729492,0.6930409914204004,0.9693333333333334
0.7782708406448364,0.7168732125834127,0.9628681177976952
0.7549673914909363,0.7368922783603432,0.9519704433497537
0.7228062748908997,0.7550047664442326,0.9383886255924171
0.6848067045211792,0.7721639656816015,0.9257142857142857
0.6579773426055908,0.7874165872259294,0.9116997792494481
0.6019143462181091,0.8007626310772163,0.8964781216648879
0.5551177859306335,0.8141086749285034,0.8813209494324046
0.51689612865448,0.8236415633937083,0.864
0.46217647194862366,0.8322211630123928,0.8467507274490785
0.43037569522857666,0.8398474737845567,0.8295668549905838
0.3950715661048889,0.8484270734032412,0.8135283363802559
0.3663964867591858,0.8560533841754051,0.7982222222222223
0.3397357761859894,0.8627264061010487,0.782871972318339
0.30462411046028137,0.86558627264061,0.7649536647009267
0.27762681245803833,0.871306005719733,0.7504105090311987
0.25913316011428833,0.8732125834127741,0.7328
0.23782223463058472,0.8741658722592945,0.7158469945355191
0.22279508411884308,0.8779790276453765,0.7019817073170732
0.20732751488685608,0.8817921830314586,0.6887565152643336
0.18910625576972961,0.8856053384175405,0.6756363636363636
0.18120279908180237,0.8875119161105816,0.6621621621621622
0.17158706486225128,0.8894184938036225,0.6492693110647182
0.1624344289302826,0.892278360343184,0.6376021798365122
0.1526292860507965,0.8951382268827455,0.626
0.14308060705661774,0.8970448045757865,0.6146309601567603
0.13511216640472412,0.897998093422307,0.6030729833546735
0.12935388088226318,0.899904671115348,0.5925925925925926
0.12227945774793625,0.899904671115348,0.5812807881773399
0.11277244240045547,0.9027645376549094,0.5718599033816425
0.10632256418466568,0.9027645376549094,0.5613515115589804
0.09988915920257568,0.9046711153479504,0.5523864959254947
0.09512193500995636,0.9046711153479504,0.5425957690108634
0.09120824933052063,0.9056244041944709,0.5334081976417743
0.08727237582206726,0.9056244041944709,0.5242825607064018
0.08345687389373779,0.9065776930409915,0.5160065111231688
0.08087605983018875,0.9065776930409915,0.5074706510138741
0.07713128626346588,0.9084842707340324,0.5
0.07378949970006943,0.9113441372735939,0.4935467217346412
0.07105512171983719,0.9122974261201144,0.48628048780487804
0.06866595149040222,0.9122974261201144,0.47873936968484243
0.06589807569980621,0.9132507149666349,0.4719211822660099
0.06374721974134445,0.9142040038131554,0.465082444228904
0.06181030720472336,0.9151572926596759,0.4586717630195891
0.059730350971221924,0.9151572926596759,0.4519774011299435
0.05850737914443016,0.9161105815061964,0.4459396751740139
0.05689455568790436,0.9161105815061964,0.43941472336534065
0.05534735694527626,0.9189704480457579,0.43462578899909826
0.053580883890390396,0.9189704480457579,0.4286349488661627
0.05200062692165375,0.9189704480457579,0.42280701754385963
0.050424087792634964,0.9199237368922784,0.41738754325259514
0.0492924228310585,0.9199237368922784,0.4118651301749893
0.048150286078453064,0.9199237368922784,0.4064869418702612
0.04709576070308685,0.9218303145853194,0.4020790020790021
0.04573487490415573,0.9227836034318398,0.3973727422003284
0.04419281706213951,0.9227836034318398,0.39222042139384117
0.04286261275410652,0.9227836034318398,0.3873549419767907
0.041880052536726,0.9227836034318398,0.3826086956521739
0.04086584597826004,0.9227836034318398,0.37797735259664195
0.04001646861433983,0.9227836034318398,0.37331276513690703
0.039169393479824066,0.9227836034318398,0.36890243902439024
0.03819955140352249,0.9227836034318398,0.36459510357815444
0.037534426897764206,0.9237368922783603,0.36075949367088606
0.03663476184010506,0.9237368922783603,0.3565121412803532
0.03594685345888138,0.9246901811248809,0.35285558384867227
0.03525244817137718,0.9246901811248809,0.3489208633093525
0.03442314639687538,0.9265967588179218,0.3457844183564568
0.03371216729283333,0.9275500476644424,0.34236453201970446
0.0329497791826725,0.9275500476644424,0.3385525400139179
