epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,2678.02,0.68156,4.03985,0.2119,0.63832,1.25729,0.91539,0.875,0.92759,0.77902,0.78382,0.7446,0.70718,0.21427,0.65816,4.23254,0.05271,0.55696,1.30355,0.0006205,0.0006205,0.0006205
117,2701.79,0.66212,4.01209,0.21723,0.62909,1.23018,0.9021,0.91071,0.91513,0.77558,0.70271,0.70536,0.62495,0.19392,0.66332,4.21843,0.05302,0.56581,1.27664,0.0006172,0.0006172,0.0006172
118,2725.66,0.67433,3.99015,0.21028,0.63051,1.23721,0.9218,0.90179,0.92268,0.77569,0.75338,0.72321,0.65738,0.19138,0.66558,4.22522,0.05252,0.5479,1.28298,0.0006139,0.0006139,0.0006139
119,2748.48,0.6718,4.03145,0.21134,0.61656,1.23078,0.91254,0.83845,0.93371,0.77698,0.66464,0.67245,0.55415,0.17145,0.67819,4.29551,0.0529,0.56382,1.30738,0.0006106,0.0006106,0.0006106
120,2771.33,0.6547,3.98681,0.21282,0.62218,1.22166,0.86799,0.91071,0.92211,0.77456,0.75608,0.69193,0.61509,0.17671,0.64084,4.28565,0.05191,0.56473,1.2733,0.0006073,0.0006073,0.0006073
121,2793.35,0.67293,3.96739,0.21811,0.62608,1.23694,0.90278,0.88393,0.92399,0.77637,0.72587,0.67857,0.6104,0.18088,0.65177,4.23392,0.05172,0.54827,1.28056,0.000604,0.000604,0.000604
122,2815.17,0.65499,3.97056,0.21147,0.61426,1.21912,0.91502,0.88393,0.93286,0.76932,0.79884,0.73214,0.72537,0.21748,0.68924,4.24211,0.05323,0.53521,1.34415,0.0006007,0.0006007,0.0006007
123,2838.04,0.65859,3.92615,0.20877,0.60897,1.22025,0.93381,0.88181,0.91646,0.77144,0.79057,0.74148,0.7065,0.21062,0.66608,4.17349,0.05209,0.55748,1.30761,0.0005974,0.0005974,0.0005974
124,2859.8,0.65925,3.9537,0.21681,0.61689,1.22076,0.91968,0.92008,0.93668,0.79302,0.76334,0.73214,0.66347,0.20501,0.62546,4.22179,0.05229,0.50588,1.27011,0.0005941,0.0005941,0.0005941
125,2881.62,0.63332,3.97242,0.21495,0.6074,1.20017,0.91729,0.90179,0.91213,0.76904,0.79412,0.75893,0.72981,0.22583,0.64186,4.232,0.05256,0.55272,1.28518,0.0005908,0.0005908,0.0005908
126,2903.39,0.64017,3.90014,0.21679,0.60177,1.2143,0.93485,0.89683,0.9186,0.77628,0.7584,0.72873,0.64208,0.20233,0.6386,4.20688,0.05368,0.52088,1.29087,0.0005875,0.0005875,0.0005875
127,2925.17,0.63896,3.94881,0.21837,0.59876,1.20203,0.92583,0.89165,0.9069,0.7635,0.81231,0.77679,0.72994,0.21872,0.64751,4.21517,0.0527,0.55253,1.29177,0.0005842,0.0005842,0.0005842
128,2946.99,0.63644,3.98373,0.2148,0.59765,1.19084,0.9326,0.89286,0.92054,0.77018,0.77357,0.74107,0.68744,0.20221,0.66181,4.2832,0.05287,0.53215,1.30048,0.0005809,0.0005809,0.0005809
129,2968.86,0.63861,3.92167,0.21403,0.58777,1.20242,0.90799,0.91071,0.93792,0.78559,0.713,0.71429,0.62395,0.19105,0.65527,4.28444,0.05345,0.53439,1.30039,0.0005776,0.0005776,0.0005776
130,2990.57,0.62728,3.91517,0.21287,0.59688,1.18045,0.93353,0.87785,0.92903,0.77368,0.79357,0.72082,0.66496,0.17815,0.65445,4.23003,0.05283,0.54529,1.27807,0.0005743,0.0005743,0.0005743
131,3012.25,0.62,3.96187,0.21123,0.57148,1.18936,0.9218,0.84202,0.92221,0.76418,0.68376,0.65179,0.55069,0.16667,0.6458,4.30138,0.05279,0.54125,1.28056,0.000571,0.000571,0.000571
132,3034.11,0.62307,3.92888,0.21287,0.56493,1.18553,0.88616,0.90354,0.93664,0.78421,0.71865,0.68422,0.59913,0.17,0.64665,4.32009,0.05207,0.53608,1.29069,0.0005677,0.0005677,0.0005677
133,3055.73,0.63077,4.01696,0.2103,0.5838,1.19,0.90918,0.89381,0.94016,0.78174,0.76645,0.74107,0.70075,0.20072,0.64766,4.23461,0.05304,0.54211,1.29473,0.0005644,0.0005644,0.0005644
134,3079.07,0.62432,3.89628,0.21132,0.56625,1.18343,0.91053,0.90869,0.93029,0.78556,0.75983,0.69643,0.62094,0.18249,0.63169,4.20283,0.05267,0.52805,1.27175,0.0005611,0.0005611,0.0005611
135,3102.86,0.63274,3.93015,0.21456,0.55678,1.18472,0.8696,0.91071,0.93248,0.78285,0.77736,0.69643,0.65435,0.20272,0.64842,4.23261,0.05193,0.53869,1.28938,0.0005578,0.0005578,0.0005578
136,3126.65,0.62107,3.89853,0.20957,0.58375,1.18411,0.91521,0.89286,0.94383,0.79241,0.75607,0.69189,0.63864,0.19787,0.66192,4.22345,0.05266,0.5273,1.28865,0.0005545,0.0005545,0.0005545
137,3151.44,0.62612,3.90042,0.21651,0.56145,1.18932,0.91662,0.88338,0.93676,0.79127,0.75403,0.72321,0.64717,0.18659,0.6406,4.24605,0.05337,0.54764,1.26171,0.0005512,0.0005512,0.0005512
138,3174.7,0.61688,3.892,0.21305,0.56968,1.17963,0.87522,0.875,0.93269,0.77211,0.69145,0.70033,0.59172,0.18696,0.6543,4.26797,0.05318,0.57783,1.29917,0.0005479,0.0005479,0.0005479
139,3197.06,0.62011,3.94818,0.20842,0.56161,1.1759,0.88412,0.90179,0.91028,0.76573,0.78196,0.71429,0.67854,0.20493,0.63286,4.26984,0.05251,0.55023,1.28324,0.0005446,0.0005446,0.0005446
140,3220.6,0.61059,3.86437,0.2039,0.55733,1.17448,0.92914,0.89286,0.92077,0.78131,0.77281,0.74107,0.67256,0.21406,0.63062,4.18627,0.05204,0.53711,1.293,0.0005413,0.0005413,0.0005413
141,3242.96,0.61368,3.8846,0.21398,0.5447,1.18008,0.91794,0.89286,0.90508,0.75637,0.77409,0.73427,0.64813,0.18029,0.64573,4.15492,0.05518,0.57994,1.29441,0.000538,0.000538,0.000538
142,3266.2,0.59455,3.89566,0.21207,0.54208,1.17136,0.92225,0.89286,0.9352,0.78371,0.72669,0.7122,0.59917,0.18248,0.65574,4.22219,0.05251,0.5266,1.29694,0.0005347,0.0005347,0.0005347
143,3289.84,0.59829,3.8493,0.21336,0.53934,1.16445,0.8674,0.90179,0.92078,0.76261,0.71129,0.72593,0.63368,0.19678,0.62917,4.18124,0.05174,0.55066,1.29112,0.0005314,0.0005314,0.0005314
144,3313.84,0.59983,3.90048,0.21127,0.54999,1.16884,0.93155,0.89286,0.92727,0.77315,0.77381,0.74107,0.65963,0.19064,0.64009,4.18029,0.05245,0.49606,1.28685,0.0005281,0.0005281,0.0005281
145,3337.49,0.6013,3.8371,0.21107,0.53874,1.17125,0.88568,0.90179,0.92947,0.77394,0.74222,0.72321,0.65276,0.1957,0.64587,4.23652,0.05145,0.56213,1.30167,0.0005248,0.0005248,0.0005248
146,3361.03,0.59708,3.88427,0.2123,0.53623,1.16378,0.80317,0.85714,0.87306,0.73239,0.70997,0.71429,0.65632,0.22021,0.61963,4.19034,0.05225,0.63636,1.27551,0.0005215,0.0005215,0.0005215
147,3384.58,0.60251,3.93476,0.21244,0.53087,1.16538,0.92452,0.89286,0.93485,0.78473,0.7604,0.73214,0.6796,0.22121,0.61622,4.19414,0.05208,0.50698,1.26299,0.0005182,0.0005182,0.0005182
148,3408.91,0.58253,3.83415,0.21933,0.52275,1.15649,0.91115,0.91567,0.94535,0.79814,0.7625,0.73214,0.64812,0.19645,0.63907,4.182,0.05222,0.51908,1.29201,0.0005149,0.0005149,0.0005149
149,3432.17,0.58358,3.85238,0.21488,0.52288,1.14539,0.90791,0.90179,0.92091,0.7811,0.72747,0.72321,0.62364,0.19177,0.60275,4.17188,0.05269,0.52371,1.23562,0.0005116,0.0005116,0.0005116
150,3454.92,0.59367,3.85048,0.21343,0.53632,1.16187,0.93944,0.89286,0.92117,0.77409,0.78274,0.70771,0.64145,0.18672,0.62719,4.16432,0.05505,0.53379,1.26673,0.0005083,0.0005083,0.0005083
151,3477.7,0.5881,3.88422,0.21122,0.5119,1.15994,0.90057,0.88956,0.92096,0.77888,0.78436,0.74697,0.70326,0.20304,0.60985,4.17256,0.05171,0.53792,1.25316,0.000505,0.000505,0.000505
152,3500.11,0.59335,3.7828,0.21705,0.52067,1.16018,0.89754,0.89286,0.91533,0.77446,0.7399,0.71429,0.63182,0.18669,0.63246,4.18306,0.05281,0.56126,1.27004,0.0005017,0.0005017,0.0005017
153,3522.48,0.59147,3.83676,0.20796,0.51648,1.14915,0.92119,0.875,0.91922,0.77442,0.78006,0.74107,0.67926,0.19864,0.63926,4.16369,0.0544,0.54687,1.2848,0.0004984,0.0004984,0.0004984
154,3544.66,0.58993,3.78683,0.20993,0.52047,1.15386,0.89298,0.89406,0.91084,0.78095,0.80227,0.75,0.67425,0.19447,0.60368,4.15724,0.0543,0.56518,1.2466,0.0004951,0.0004951,0.0004951
155,3567.02,0.57639,3.76786,0.2131,0.50681,1.13609,0.91824,0.90245,0.92911,0.78962,0.80796,0.75132,0.70467,0.19752,0.62698,4.16344,0.0539,0.53672,1.26283,0.0004918,0.0004918,0.0004918
156,3590.04,0.57593,3.78712,0.21199,0.50405,1.14106,0.91708,0.91071,0.90521,0.75669,0.82006,0.74107,0.71068,0.20602,0.6388,4.2306,0.05335,0.57191,1.28176,0.0004885,0.0004885,0.0004885
157,3612.45,0.58254,3.77401,0.21611,0.4962,1.14352,0.89134,0.88393,0.91586,0.76876,0.78748,0.71429,0.66504,0.20403,0.6313,4.2178,0.05451,0.5616,1.2662,0.0004852,0.0004852,0.0004852
158,3634.61,0.56122,3.72649,0.21799,0.4969,1.1358,0.91778,0.89707,0.90268,0.75708,0.80133,0.75629,0.69324,0.19741,0.60957,4.14829,0.05568,0.56766,1.24483,0.0004819,0.0004819,0.0004819
159,3657.18,0.57827,3.74339,0.21459,0.51544,1.13218,0.92307,0.88393,0.92653,0.78046,0.74545,0.67857,0.59828,0.18737,0.6357,4.18324,0.05482,0.52086,1.26585,0.0004786,0.0004786,0.0004786
160,3680.21,0.58229,3.73724,0.21632,0.51148,1.14895,0.90657,0.875,0.91762,0.76632,0.81904,0.80357,0.74482,0.20914,0.62873,4.03763,0.05409,0.54171,1.28054,0.0004753,0.0004753,0.0004753
161,3702.66,0.57808,3.7252,0.21274,0.49237,1.13084,0.89967,0.89286,0.90241,0.76194,0.7805,0.76197,0.71392,0.21046,0.63205,4.11353,0.05433,0.56378,1.27036,0.000472,0.000472,0.000472
162,3725.14,0.57231,3.7244,0.21739,0.48729,1.13285,0.86835,0.89286,0.9,0.75099,0.82781,0.80357,0.77932,0.2469,0.61778,4.02077,0.05578,0.57573,1.26735,0.0004687,0.0004687,0.0004687
163,3748.62,0.57122,3.70574,0.21367,0.48809,1.13047,0.89899,0.90179,0.90611,0.76575,0.7572,0.75181,0.65932,0.1903,0.59502,4.1697,0.05648,0.52599,1.24078,0.0004654,0.0004654,0.0004654
164,3770.93,0.56758,3.68451,0.2155,0.49561,1.12512,0.88916,0.89286,0.91596,0.77126,0.74848,0.73214,0.65917,0.20579,0.63469,4.13335,0.05378,0.5625,1.29478,0.0004621,0.0004621,0.0004621
165,3793.35,0.5628,3.64776,0.20792,0.49492,1.12112,0.86666,0.875,0.91118,0.77104,0.72386,0.73214,0.65985,0.21845,0.63237,4.0737,0.05641,0.57561,1.28683,0.0004588,0.0004588,0.0004588
166,3815.75,0.5635,3.67305,0.21579,0.50392,1.11788,0.88287,0.90179,0.91247,0.76324,0.80628,0.78039,0.74516,0.23829,0.62542,3.91031,0.05781,0.53212,1.27397,0.0004555,0.0004555,0.0004555
167,3838.39,0.56933,3.67677,0.21295,0.51948,1.14239,0.87506,0.89286,0.91109,0.76926,0.80818,0.76786,0.72473,0.23937,0.61378,3.84862,0.05464,0.53943,1.25667,0.0004522,0.0004522,0.0004522
168,3861.76,0.55509,3.59008,0.21153,0.48812,1.11052,0.90705,0.86607,0.92596,0.78245,0.79279,0.75893,0.70623,0.20572,0.60947,4.07789,0.05628,0.53828,1.27394,0.0004489,0.0004489,0.0004489
169,3884.91,0.57467,3.6154,0.21626,0.50029,1.12945,0.88065,0.875,0.91585,0.76592,0.76389,0.72219,0.66157,0.19644,0.66286,4.27445,0.05922,0.58723,1.32232,0.0004456,0.0004456,0.0004456
170,3908.36,0.55239,3.66686,0.21445,0.48324,1.11919,0.88835,0.90179,0.90713,0.74687,0.79775,0.77482,0.71771,0.21632,0.64379,3.90941,0.05895,0.57756,1.31564,0.0004423,0.0004423,0.0004423
171,3931.33,0.56923,3.60028,0.21545,0.495,1.12721,0.90388,0.90179,0.92062,0.75357,0.75585,0.75,0.69722,0.22194,0.62409,3.85869,0.05724,0.54903,1.2884,0.000439,0.000439,0.000439
172,3954.69,0.56766,3.59635,0.20877,0.48755,1.13708,0.91731,0.90179,0.9456,0.7913,0.76813,0.73949,0.66317,0.20338,0.63221,4.11305,0.05622,0.51227,1.2914,0.0004357,0.0004357,0.0004357
173,3978.13,0.54838,3.56338,0.21424,0.48155,1.11114,0.88488,0.875,0.91831,0.76422,0.78161,0.73214,0.6968,0.20943,0.61919,4.09488,0.05735,0.54502,1.27164,0.0004324,0.0004324,0.0004324
174,4001.06,0.55297,3.55146,0.21033,0.48309,1.12074,0.87821,0.88393,0.90219,0.74863,0.81134,0.76797,0.71997,0.21957,0.6286,3.92842,0.05574,0.56598,1.2868,0.0004291,0.0004291,0.0004291
175,4025.17,0.55996,3.59007,0.21414,0.4769,1.1298,0.87646,0.86607,0.92332,0.76427,0.66409,0.63393,0.53144,0.14844,0.66315,4.31626,0.05827,0.62169,1.31104,0.0004258,0.0004258,0.0004258
176,4047.96,0.56635,3.59704,0.21945,0.49951,1.12955,0.88381,0.88294,0.9301,0.76071,0.7605,0.69643,0.64245,0.17646,0.66855,4.1389,0.05568,0.58592,1.32886,0.0004225,0.0004225,0.0004225
177,4070.56,0.55445,3.58962,0.21601,0.48994,1.11389,0.90629,0.86348,0.89965,0.75763,0.79094,0.75,0.69561,0.20983,0.63166,4.00385,0.06101,0.55521,1.307,0.0004192,0.0004192,0.0004192
178,4092.68,0.54691,3.53218,0.21043,0.47555,1.11329,0.90114,0.91071,0.93148,0.76921,0.76524,0.72764,0.63991,0.17813,0.65489,4.0479,0.05645,0.54555,1.29846,0.0004159,0.0004159,0.0004159
179,4115.07,0.5485,3.57312,0.21322,0.47762,1.11793,0.90652,0.86586,0.92959,0.77489,0.75359,0.69643,0.63654,0.17676,0.64324,4.13151,0.06285,0.55722,1.30894,0.0004126,0.0004126,0.0004126
180,4137.35,0.56262,3.49448,0.21197,0.47936,1.13337,0.90001,0.88405,0.92436,0.76761,0.71093,0.66964,0.56255,0.16188,0.66006,4.21618,0.06412,0.54783,1.33345,0.0004093,0.0004093,0.0004093
181,4160.36,0.54908,3.47694,0.21529,0.48482,1.12234,0.89182,0.86607,0.9193,0.76909,0.72619,0.71043,0.61708,0.19856,0.63097,4.04298,0.05397,0.58362,1.30355,0.000406,0.000406,0.000406
182,4182.8,0.55289,3.50976,0.21666,0.48664,1.11734,0.91057,0.91964,0.925,0.7691,0.66406,0.63393,0.53257,0.16505,0.62841,4.19635,0.06163,0.52025,1.30584,0.0004027,0.0004027,0.0004027
183,4205.2,0.54772,3.56016,0.21858,0.48022,1.11359,0.90362,0.88393,0.9186,0.7756,0.75309,0.72321,0.65832,0.195,0.61966,4.07854,0.06062,0.53975,1.29124,0.0003994,0.0003994,0.0003994
184,4227.9,0.55384,3.50043,0.22471,0.47397,1.11471,0.90321,0.91964,0.92064,0.77993,0.59631,0.58036,0.42155,0.11786,0.64277,4.60032,0.06677,0.51584,1.31746,0.0003961,0.0003961,0.0003961
185,4250.32,0.54125,3.43527,0.21645,0.46268,1.11512,0.88804,0.83929,0.91071,0.76622,0.5854,0.57143,0.47924,0.14824,0.63037,4.45245,0.0636,0.58043,1.29528,0.0003928,0.0003928,0.0003928
186,4272.63,0.54389,3.42229,0.21966,0.46296,1.10826,0.89187,0.90179,0.93161,0.79083,0.5287,0.53571,0.37695,0.13125,0.64374,4.48223,0.05953,0.5598,1.31712,0.0003895,0.0003895,0.0003895
187,4295.05,0.55235,3.43998,0.21607,0.47441,1.10799,0.88061,0.83036,0.90558,0.75515,0.66106,0.69643,0.58172,0.19134,0.63148,3.96517,0.05936,0.64104,1.27924,0.0003862,0.0003862,0.0003862
188,4317.31,0.5391,3.41124,0.222,0.4661,1.10761,0.9031,0.91539,0.92369,0.77537,0.62051,0.625,0.47566,0.13031,0.663,4.28004,0.06231,0.54121,1.33036,0.0003829,0.0003829,0.0003829
189,4340.73,0.5483,3.39046,0.21659,0.46887,1.10624,0.8917,0.83929,0.90482,0.7534,0.62936,0.5625,0.45078,0.13856,0.68216,4.39221,0.06209,0.61026,1.34846,0.0003796,0.0003796,0.0003796
190,4363.25,0.53602,3.36332,0.21252,0.4658,1.09856,0.91576,0.90179,0.93029,0.78451,0.59556,0.5625,0.43545,0.13227,0.68496,4.53706,0.06722,0.5169,1.36384,0.0003763,0.0003763,0.0003763
191,4385.61,0.5488,3.47841,0.21866,0.47139,1.10378,0.8806,0.85714,0.91117,0.76218,0.52225,0.51786,0.40029,0.15604,0.66164,4.74054,0.0621,0.58977,1.31756,0.000373,0.000373,0.000373
192,4407.93,0.54728,3.38445,0.21434,0.46544,1.1092,0.87244,0.875,0.92642,0.77691,0.49672,0.5,0.37435,0.13138,0.64188,4.87118,0.0605,0.58618,1.28051,0.0003697,0.0003697,0.0003697
193,4430.38,0.53066,3.34451,0.21341,0.45925,1.0969,0.86362,0.84812,0.90273,0.75273,0.50968,0.55357,0.41307,0.14819,0.65877,4.70099,0.05899,0.61224,1.31241,0.0003664,0.0003664,0.0003664
194,4452.77,0.52881,3.33725,0.21913,0.47299,1.08839,0.92259,0.86607,0.91144,0.76094,0.52874,0.49107,0.37831,0.1471,0.70308,4.37312,0.06476,0.52028,1.41806,0.0003631,0.0003631,0.0003631
195,4475.09,0.53695,3.32005,0.22598,0.46435,1.09637,0.88876,0.88393,0.91918,0.76528,0.5773,0.59821,0.45364,0.18101,0.6646,4.27415,0.06439,0.58965,1.3591,0.0003598,0.0003598,0.0003598
196,4497.69,0.54113,3.25748,0.22086,0.47513,1.10819,0.88187,0.86648,0.92219,0.7642,0.58299,0.57143,0.43349,0.16153,0.62423,4.4163,0.05737,0.57071,1.30664,0.0003565,0.0003565,0.0003565
197,4519.95,0.53342,3.18517,0.21952,0.46686,1.09599,0.8624,0.86607,0.89196,0.73641,0.41228,0.46429,0.29914,0.123,0.71432,5.277,0.06499,0.60574,1.39757,0.0003532,0.0003532,0.0003532
198,4542.26,0.53578,3.16075,0.22165,0.46392,1.09777,0.88647,0.90631,0.91514,0.75155,0.38275,0.42857,0.25073,0.09995,0.69297,5.41388,0.06453,0.57282,1.38853,0.0003499,0.0003499,0.0003499
199,4564.8,0.54686,3.07062,0.21654,0.46417,1.10883,0.90864,0.91964,0.89872,0.74186,0.43628,0.47321,0.27449,0.10253,0.66691,4.86057,0.05833,0.5773,1.32336,0.0003466,0.0003466,0.0003466
200,4588.16,0.549,3.10037,0.21908,0.4775,1.10901,0.82497,0.92584,0.88096,0.73713,0.36725,0.49107,0.2714,0.1153,0.63199,5.01042,0.05844,0.62295,1.27404,0.0003433,0.0003433,0.0003433
201,4611.71,0.5451,2.97153,0.21107,0.46839,1.10025,0.88111,0.91071,0.895,0.75262,0.42312,0.44643,0.28925,0.11534,0.64076,4.77287,0.05804,0.56043,1.27322,0.00034,0.00034,0.00034
202,4636.34,0.54374,3.04181,0.21901,0.4744,1.10708,0.85653,0.84821,0.9274,0.7729,0.44903,0.49107,0.31941,0.12559,0.63607,4.89493,0.05789,0.57432,1.28822,0.0003367,0.0003367,0.0003367
203,4660.07,0.54414,2.97934,0.2164,0.47636,1.10165,0.89276,0.89193,0.93282,0.77632,0.52007,0.53571,0.40033,0.15994,0.6526,4.50079,0.05842,0.555,1.31327,0.0003334,0.0003334,0.0003334
204,4684.44,0.53678,2.98994,0.21695,0.46699,1.10279,0.82471,0.88393,0.90279,0.74713,0.50406,0.5082,0.34835,0.14867,0.64943,4.66344,0.06008,0.64362,1.30757,0.0003301,0.0003301,0.0003301
205,4708.42,0.53764,2.98664,0.21713,0.46122,1.10194,0.90255,0.90966,0.91599,0.76022,0.60044,0.58036,0.41792,0.17995,0.66691,4.19695,0.06604,0.56835,1.34617,0.0003268,0.0003268,0.0003268
206,4731.88,0.53682,2.92498,0.21188,0.45649,1.10291,0.90624,0.86296,0.92462,0.7751,0.42737,0.54642,0.34581,0.15846,0.67616,4.79982,0.05815,0.57309,1.37271,0.0003235,0.0003235,0.0003235
207,4753.55,0.53949,2.93988,0.21274,0.46547,1.10814,0.89171,0.88223,0.9302,0.77842,0.46928,0.52679,0.33784,0.15797,0.67006,4.60279,0.0582,0.57492,1.32695,0.0003202,0.0003202,0.0003202
208,4776.19,0.53608,2.80987,0.21907,0.46327,1.10767,0.85976,0.88393,0.93191,0.77079,0.51124,0.52679,0.34298,0.16224,0.6814,4.30698,0.06259,0.58312,1.33533,0.0003169,0.0003169,0.0003169
209,4799.3,0.53759,2.76291,0.21996,0.45079,1.10541,0.89983,0.875,0.92732,0.76242,0.59793,0.58036,0.42457,0.18223,0.68979,4.12563,0.06607,0.54772,1.37576,0.0003136,0.0003136,0.0003136
210,4822.56,0.53092,2.74629,0.21587,0.4493,1.09383,0.87315,0.8604,0.92977,0.77957,0.59433,0.55357,0.43294,0.19764,0.66226,4.07204,0.06095,0.56672,1.33701,0.0003103,0.0003103,0.0003103
211,4845.3,0.54036,2.79743,0.22045,0.46355,1.10374,0.87381,0.86561,0.92736,0.77845,0.58141,0.58929,0.42361,0.2422,0.65718,3.78021,0.0607,0.59993,1.3233,0.000307,0.000307,0.000307
212,4868.02,0.53207,2.73751,0.21617,0.4581,1.10181,0.83216,0.86607,0.90259,0.75409,0.63132,0.66964,0.53522,0.2826,0.65047,3.26239,0.05894,0.63096,1.31565,0.0003037,0.0003037,0.0003037
213,4890.88,0.54557,2.79877,0.21895,0.47409,1.1002,0.88917,0.90179,0.92134,0.76084,0.58862,0.61607,0.4688,0.24443,0.659,3.66085,0.05857,0.58922,1.33648,0.0003004,0.0003004,0.0003004
214,4913.66,0.53765,2.78899,0.22144,0.46548,1.10248,0.87256,0.89286,0.89405,0.73697,0.39106,0.42857,0.26125,0.14222,0.64603,5.01155,0.06247,0.59618,1.32414,0.0002971,0.0002971,0.0002971
215,4937.04,0.52551,2.68572,0.21524,0.45131,1.08278,0.90959,0.91071,0.92073,0.75031,0.52367,0.51044,0.39244,0.18695,0.66877,4.24765,0.06375,0.54026,1.35687,0.0002938,0.0002938,0.0002938
216,4960.05,0.52328,2.6207,0.214,0.4477,1.10072,0.84782,0.89537,0.90601,0.75816,0.48501,0.47321,0.37384,0.18724,0.65999,4.7718,0.06068,0.57619,1.30475,0.0002905,0.0002905,0.0002905
217,4983.92,0.52745,2.61688,0.21608,0.45188,1.09885,0.88279,0.84821,0.90404,0.75986,0.48111,0.50501,0.37225,0.18032,0.62433,4.46815,0.05957,0.58877,1.26252,0.0002872,0.0002872,0.0002872
218,5006.35,0.52611,2.57975,0.21658,0.45415,1.09519,0.90034,0.88728,0.92782,0.78399,0.53749,0.49107,0.39262,0.196,0.61882,4.44563,0.06048,0.54763,1.2817,0.0002839,0.0002839,0.0002839
219,5028.58,0.53932,2.69816,0.2157,0.4621,1.09753,0.91195,0.875,0.94254,0.79035,0.54749,0.5625,0.39512,0.19404,0.63405,4.09287,0.05543,0.54269,1.28282,0.0002806,0.0002806,0.0002806
220,5050.86,0.52607,2.58108,0.21672,0.44965,1.09208,0.90719,0.86607,0.9332,0.76588,0.4291,0.51786,0.32099,0.15855,0.66435,4.63371,0.06281,0.54823,1.31252,0.0002773,0.0002773,0.0002773
221,5073.35,0.52,2.53221,0.21849,0.44718,1.08624,0.88374,0.89286,0.92932,0.7712,0.43109,0.5142,0.3261,0.15711,0.64703,4.56852,0.06286,0.56465,1.30571,0.000274,0.000274,0.000274
222,5095.14,0.52688,2.54363,0.21047,0.44036,1.08929,0.91213,0.86607,0.93432,0.7658,0.53303,0.50893,0.37653,0.18969,0.65643,4.24246,0.05691,0.55819,1.3085,0.0002707,0.0002707,0.0002707
223,5116.88,0.52698,2.61653,0.22049,0.4464,1.08985,0.87424,0.85714,0.92978,0.76463,0.54397,0.54464,0.40846,0.2016,0.65144,3.88901,0.05659,0.57159,1.29338,0.0002674,0.0002674,0.0002674
224,5138.65,0.53616,2.60111,0.2158,0.45586,1.09092,0.88637,0.83575,0.92137,0.75804,0.65199,0.61607,0.48166,0.2394,0.64915,3.65577,0.06139,0.59508,1.29774,0.0002641,0.0002641,0.0002641
225,5160.67,0.52007,2.47476,0.21912,0.44836,1.08395,0.87982,0.875,0.93584,0.77316,0.48159,0.53571,0.3561,0.17557,0.65849,4.23254,0.06364,0.53672,1.3163,0.0002608,0.0002608,0.0002608
226,5182.64,0.52158,2.57602,0.21601,0.44999,1.07897,0.82199,0.91071,0.93847,0.77812,0.4712,0.53571,0.35248,0.1827,0.65515,4.3012,0.06095,0.54873,1.29579,0.0002575,0.0002575,0.0002575
227,5204.84,0.52689,2.54803,0.2158,0.44915,1.07926,0.9,0.88393,0.94129,0.77898,0.57751,0.54922,0.41349,0.21462,0.67244,3.81982,0.06191,0.52245,1.34841,0.0002542,0.0002542,0.0002542
228,5226.97,0.5195,2.49571,0.21819,0.43899,1.0881,0.91479,0.89286,0.92876,0.75526,0.57782,0.58929,0.45633,0.23409,0.66394,3.90736,0.05679,0.53005,1.34437,0.0002509,0.0002509,0.0002509
229,5250.79,0.52043,2.41023,0.22044,0.43361,1.08004,0.87541,0.88393,0.90961,0.75492,0.53152,0.5,0.38014,0.19539,0.65419,4.30456,0.0567,0.59643,1.32363,0.0002476,0.0002476,0.0002476
230,5274.14,0.52273,2.46332,0.21264,0.43984,1.08716,0.88513,0.84821,0.89179,0.73531,0.53554,0.51786,0.36747,0.18472,0.64884,4.16144,0.06061,0.63987,1.3173,0.0002443,0.0002443,0.0002443
231,5297.34,0.51698,2.41014,0.21618,0.44251,1.08734,0.90232,0.90179,0.90931,0.74979,0.50766,0.51786,0.35433,0.17641,0.65638,4.33161,0.06379,0.57537,1.32731,0.000241,0.000241,0.000241
232,5320.44,0.5159,2.43879,0.2176,0.44385,1.07516,0.84818,0.89791,0.91929,0.7681,0.48399,0.45536,0.3397,0.16861,0.64836,4.75055,0.06224,0.56153,1.29988,0.0002377,0.0002377,0.0002377
233,5343.18,0.51837,2.39215,0.21483,0.43179,1.0755,0.86284,0.89873,0.93051,0.76471,0.44832,0.47321,0.33857,0.17072,0.65469,4.67305,0.06163,0.55325,1.31755,0.0002344,0.0002344,0.0002344
234,5365.44,0.51004,2.51228,0.21382,0.44134,1.0757,0.86556,0.90179,0.92465,0.77132,0.55132,0.55357,0.39129,0.20728,0.64534,4.0545,0.05934,0.53542,1.32513,0.0002311,0.0002311,0.0002311
235,5386.64,0.51681,2.40249,0.22074,0.43866,1.09407,0.90086,0.8925,0.93038,0.77826,0.51606,0.50893,0.34712,0.1722,0.63969,4.32839,0.05993,0.53907,1.31752,0.0002278,0.0002278,0.0002278
