series,name,epochs_observed,mask_ap,mask_ap50,peak_epoch,path,yaml_candidates
F_series,F62_yolo11-seg-hsf_300ep,300,0.65316,0.82063,266.0,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F62_yolo11-seg-hsf_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\F_series\F62_yolo11-seg-hsf.yaml
F_series,F63_yolo11-seg-c3k2sxq_300ep,300,0.6683,0.83021,185.0,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F63_yolo11-seg-c3k2sxq_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\F_series\F63_yolo11-seg-c3k2sxq.yaml
F_series,F64_yolo11-seg-c3k2moce_300ep,285,0.67178,0.83229,156.0,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F64_yolo11-seg-c3k2moce_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\F_series\F64_yolo11-seg-c3k2moce.yaml
F_series,F65_yolo11-seg-hyperres_300ep,300,0.67068,0.82581,278.0,E:\mastercode\1_SEVER\results\F_series\old_data_300ep\F65_yolo11-seg-hyperres_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\F_series\F65_yolo11-seg-hyperres.yaml
G0830,G00_official_control,300,0.67031,0.8325,87.0,E:\mastercode\1_SEVER\results\G0830\G00_official_control\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_0830_series\00_g00_official_control.yaml
G0830,G01_t04_anchor,300,0.66864,0.82541,54.0,E:\mastercode\1_SEVER\results\G0830\G01_t04_anchor\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_0830_series\01_g01_t04_anchor.yaml
G0830,G02_bilateral_backbone,300,0.67241,0.82051,86.0,E:\mastercode\1_SEVER\results\G0830\G02_bilateral_backbone\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_0830_series\02_g02_bilateral_backbone.yaml
G0830,G03_frequency_neck,300,0.65631,0.81385,56.0,E:\mastercode\1_SEVER\results\G0830\G03_frequency_neck\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_0830_series\03_g03_frequency_neck.yaml
G0830,G04_deep_repmixer,300,0.66515,0.82282,86.0,E:\mastercode\1_SEVER\results\G0830\G04_deep_repmixer\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_0830_series\04_g04_deep_repmixer.yaml
G_series,01_yolo11n-seg-lska-carafe-p2b_baseline_adamw_train_300ep_b16,300,0.67209,0.82004,234.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\01_yolo11n-seg-lska-carafe-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\01_yolo11n-seg-lska-carafe-p2b.yaml
G_series,02_yolo11n-seg-faster-lska-carafe-p2b_baseline_adamw_train_300ep_b16,300,0.66973,0.82147,262.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\02_yolo11n-seg-faster-lska-carafe-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\02_yolo11n-seg-faster-lska-carafe-p2b.yaml
G_series,03_yolo11n-seg-wt-lska-carafe-p2b_baseline_adamw_train_300ep_b16,300,0.66533,0.82046,232.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\03_yolo11n-seg-wt-lska-carafe-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\03_yolo11n-seg-wt-lska-carafe-p2b.yaml
G_series,04_yolo11n-seg-faster-rfb-carafe-p2b_baseline_adamw_train_300ep_b16,300,0.67057,0.82005,231.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\04_yolo11n-seg-faster-rfb-carafe-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\04_yolo11n-seg-faster-rfb-carafe-p2b.yaml
G_series,05_yolo11n-seg-faster-farformer-carafe-p2b_baseline_adamw_train_300ep_b16,300,0.66892,0.82251,193.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\05_yolo11n-seg-faster-farformer-carafe-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\05_yolo11n-seg-faster-farformer-carafe-p2b.yaml
G_series,06_yolo11n-seg-faster-lska-bifpn-p2b_baseline_adamw_train_300ep_b16,300,0.66909,0.82714,252.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\06_yolo11n-seg-faster-lska-bifpn-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\06_yolo11n-seg-faster-lska-bifpn-p2b.yaml
G_series,07_yolo11n-seg-wt-lska-bifpn-p2b_baseline_adamw_train_300ep_b16,300,0.67118,0.82916,182.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\07_yolo11n-seg-wt-lska-bifpn-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\07_yolo11n-seg-wt-lska-bifpn-p2b.yaml
G_series,08_yolo11n-seg-faster-lska-carafe-bifpn-p2b_baseline_adamw_train_300ep_b16,300,0.67259,0.82638,156.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\08_yolo11n-seg-faster-lska-carafe-bifpn-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\08_yolo11n-seg-faster-lska-carafe-bifpn-p2b.yaml
G_series,09_yolo11n-seg-hwd-faster-lska-carafe-p2b_baseline_adamw_train_300ep_b16,300,0.66255,0.82545,231.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\09_yolo11n-seg-hwd-faster-lska-carafe-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\09_yolo11n-seg-hwd-faster-lska-carafe-p2b.yaml
G_series,10_yolo11n-seg-hybrid-lska-carafe-bifpn-p2b_baseline_adamw_train_300ep_b16,300,0.67681,0.83824,208.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\10_yolo11n-seg-hybrid-lska-carafe-bifpn-p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\10_yolo11n-seg-hybrid-lska-carafe-bifpn-p2b.yaml
G_series,10_yolo11n-seg-hybrid-lska-carafe-bifpn-p2b_full_adamw_train_300ep_b16,300,0.64033,0.81943,171.0,E:\mastercode\1_SEVER\results\G_series\old_data_300ep\10_yolo11n-seg-hybrid-lska-carafe-bifpn-p2b_full_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\G_series\10_yolo11n-seg-hybrid-lska-carafe-bifpn-p2b.yaml
N_series,20260821_01_hw_faster_lska_carafe_p2b_baseline_adamw_train_300ep_b16,300,0.66247,0.82496,250.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_01_hw_faster_lska_carafe_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\01_hw_faster_lska_carafe_p2b.yaml
N_series,20260821_02_moce_lska_carafe_p2b_baseline_adamw_train_300ep_b16,300,0.67341,0.82642,179.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_02_moce_lska_carafe_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\02_moce_lska_carafe_p2b.yaml
N_series,20260821_02_moce_lska_carafe_p2b_full_adamw_train_300ep_b16,300,0.65006,0.81771,293.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_02_moce_lska_carafe_p2b_full_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\02_moce_lska_carafe_p2b.yaml
N_series,20260821_03_wt_rfb_bifpn_p2b_baseline_adamw_train_300ep_b16,300,0.66878,0.82342,156.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_03_wt_rfb_bifpn_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\03_wt_rfb_bifpn_p2b.yaml
N_series,20260821_04_moce_hco_hsf_p2b_baseline_adamw_train_300ep_b16,300,0.64877,0.82075,209.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_04_moce_hco_hsf_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\04_moce_hco_hsf_p2b.yaml
N_series,20260821_05_faster_farformer_carafe_p2b_baseline_adamw_train_300ep_b16,300,0.67081,0.82512,241.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_05_faster_farformer_carafe_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\05_faster_farformer_carafe_p2b.yaml
N_series,20260821_06_faster_hyperace_bifpn_p2b_baseline_adamw_train_300ep_b16,300,0.66605,0.8265,193.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_06_faster_hyperace_bifpn_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\06_faster_hyperace_bifpn_p2b.yaml
N_series,20260821_07_faster_hyperres_hsf_p2b_baseline_adamw_train_300ep_b16,300,0.6547,0.81815,233.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_07_faster_hyperres_hsf_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\07_faster_hyperres_hsf_p2b.yaml
N_series,20260821_08_sxq_lska_carafe_p2b_baseline_adamw_train_300ep_b16,300,0.66387,0.82176,241.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_08_sxq_lska_carafe_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\08_sxq_lska_carafe_p2b.yaml
N_series,20260821_09_hw_wt_lska_hsf_p2b_baseline_adamw_train_300ep_b16,300,0.64443,0.80837,231.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_09_hw_wt_lska_hsf_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\09_hw_wt_lska_hsf_p2b.yaml
N_series,20260821_10_moce_hw_bifpn_edge_p2b_baseline_adamw_train_300ep_b16,300,0.64332,0.80893,262.0,E:\mastercode\1_SEVER\results\N_series\old_data_300ep\20260821_10_moce_hw_bifpn_edge_p2b_baseline_adamw_train_300ep_b16\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\N_series\10_moce_hw_bifpn_edge_p2b.yaml
S_series,S00_reference,300,0.6074,0.78585,158.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S00_reference\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\00_reference.yaml
S_series,S01_repcontext,217,0.61244,0.7894,117.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S01_repcontext\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\01_repcontext_backbone.yaml
S_series,S02_lska,300,0.60736,0.77909,182.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S02_lska\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\02_lska_backbone.yaml
S_series,S03_train_aux,273,0.61153,0.78506,173.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S03_train_aux\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\03_train_aux_head.yaml
S_series,S04_lite_head,300,0.61501,0.78993,258.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S04_lite_head\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\04_lite_head.yaml
S_series,S05_fpn_only,300,0.60218,0.77189,294.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S05_fpn_only\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\05_fpn_only_neck.yaml
S_series,S06_asym_pan,300,0.61346,0.78355,165.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S06_asym_pan\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\06_asym_pan_neck.yaml
S_series,S07_lska_asym,300,0.6051,0.77623,117.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S07_lska_asym\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\07_lska_asym_pan.yaml
S_series,S08_swift_full,300,0.6122,0.78719,263.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S08_swift_full\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\08_citrus_swift_full.yaml
S_series,S09_dense_control,256,0.61616,0.78432,156.0,E:\mastercode\1_SEVER\results\S_series\grouped_clean_300ep\S09_dense_control\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\S_series\09_dense_topology_control.yaml
SAGE,SAGE20_shape_context_backbone,300,0.66621,0.81776,166.0,E:\mastercode\1_SEVER\results\SAGE\CITRUS_SAGE_V3_SCREEN_50EP\SAGE20_shape_context_backbone\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SAGE_series\SAGE20_shape_context_backbone.yaml
SAGE,SAGE21_innovation_pyramid,300,0.66935,0.83033,77.0,E:\mastercode\1_SEVER\results\SAGE\CITRUS_SAGE_V3_SCREEN_50EP\SAGE21_innovation_pyramid\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SAGE_series\SAGE21_innovation_pyramid.yaml
SAGE,SAGE22_contrast_topology,300,0.66593,0.8268,77.0,E:\mastercode\1_SEVER\results\SAGE\CITRUS_SAGE_V3_SCREEN_50EP\SAGE22_contrast_topology\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SAGE_series\SAGE22_contrast_topology.yaml
SAGE,SAGE23_joint_core_v3,300,0.66717,0.82315,158.0,E:\mastercode\1_SEVER\results\SAGE\CITRUS_SAGE_V3_SCREEN_50EP\SAGE23_joint_core_v3\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SAGE_series\SAGE23_joint_core_v3.yaml
SXQ_series,SXQNet-seg_300ep,300,0.59122,0.80111,293.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-seg_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-seg.yaml
SXQ_series,SXQNet-V10-max_300ep,2,0.0,0.0,1.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V10-max_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V10-max.yaml
SXQ_series,SXQNet-V2-nano_300ep,300,0.62702,0.79947,272.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V2-nano_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V2-nano.yaml
SXQ_series,SXQNet-V3-freq_300ep,300,0.63657,0.81225,281.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V3-freq_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V3-freq.yaml
SXQ_series,SXQNet-V4-former_300ep,300,0.64005,0.8118,227.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V4-former_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V4-former.yaml
SXQ_series,SXQNet-V5-hyper_300ep,300,0.65149,0.8141,277.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V5-hyper_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V5-hyper.yaml
SXQ_series,SXQNet-V7-fast_300ep,300,0.64949,0.81948,272.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V7-fast_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V7-fast.yaml
SXQ_series,SXQNet-V8-texture_300ep,300,0.6345,0.80056,282.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V8-texture_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V8-texture.yaml
SXQ_series,SXQNet-V9-dark_300ep,233,0.6289,0.80636,231.0,E:\mastercode\1_SEVER\results\SXQ_series\old_data_300ep\SXQNet-V9-dark_300ep\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\SXQ_series\SXQNet-V9-dark.yaml
T,T00_yolo11n_reference,16,0.62445,0.78424,10.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T00_yolo11n_reference\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\00_t00_yolo11n_reference.yaml
T,T01_f14_sppf_lska,271,0.66919,0.82888,77.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T01_f14_sppf_lska\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\01_t01_f14_sppf_lska.yaml
T,T02_g10_hybrid,240,0.67115,0.83319,140.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T02_g10_hybrid\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\02_t02_g10_hybrid.yaml
T,T03_n02_moce_lska,186,0.67178,0.83106,86.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T03_n02_moce_lska\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\03_t03_n02_moce_lska.yaml
T,T04_l06_lska_topology,195,0.67367,0.82957,95.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T04_l06_lska_topology\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\04_t04_l06_lska_topology.yaml
T,T05_s04_lite_head,285,0.66526,0.8207,185.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T05_s04_lite_head\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\05_t05_s04_lite_head.yaml
T,T06_b06_context_topology_lite,279,0.66198,0.82141,86.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T06_b06_context_topology_lite\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\06_t06_b06_context_topology_lite.yaml
T,T07_c03_dualproto_core,222,0.66226,0.82546,123.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T07_c03_dualproto_core\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\07_t07_c03_dualproto_core.yaml
T,T08_d06_shape_semantic_full,297,0.6714,0.82358,146.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T08_d06_shape_semantic_full\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\08_t08_d06_shape_semantic_full.yaml
T,T09_d07_deploy_lite,282,0.66379,0.82059,130.0,E:\mastercode\1_SEVER\results\T\CITRUS_T_ALL_300EP\T09_d07_deploy_lite\results.csv,E:\mastercode\1_SEVER\code\ultralytics-main-new\0_orange_yaml\T_series\09_t09_d07_deploy_lite.yaml
