series,model,yaml,head,nc,series_status,parse_error
Light_series,Light06_repmixer_afpn,Light_series/Light06_repmixer_afpn.yaml,Segment,80,RepMixer and adaptive neck factorial treatment; accuracy pending,
Light_series,Light07_repmixer_pan_lite,Light_series/Light07_repmixer_pan_lite.yaml,SegmentCitrusLite,80,conservative RepMixer plus PAN deployment candidate; accuracy pending,
ORCHID_series,ORCHID00_official_control,ORCHID_series/ORCHID00_official_control.yaml,Segment,80,paired YOLO11n-seg control; excluded from default queue,
ORCHID_series,ORCHID01_task_decoupled,ORCHID_series/ORCHID01_task_decoupled.yaml,SegmentCitrusORCHID,80,separate stable detection PAN and raw-feature mask evidence,
ORCHID_series,ORCHID02_latent_query_router,ORCHID_series/ORCHID02_latent_query_router.yaml,SegmentCitrusORCHID,80,mask-loss-trained candidate gate for P2 detail,
ORCHID_series,ORCHID03_supervised_query_router,ORCHID_series/ORCHID03_supervised_query_router.yaml,SegmentCitrusORCHID,80,QueryDet-style supervised candidate routing; primary accuracy candidate,
ORCHID_series,ORCHID04_single_canvas_neck,ORCHID_series/ORCHID04_single_canvas_neck.yaml,SegmentCitrusORCHID,80,recurrent PAN replaced by one-shot P3 evidence canvas,
ORCHID_series,ORCHID05_decam_reference,ORCHID_series/ORCHID05_decam_reference.yaml,SegmentCitrusORCHID,80,local background difference for camouflage suppression,
ORCHID_series,ORCHID06_query_router_lite,ORCHID_series/ORCHID06_query_router_lite.yaml,SegmentCitrusORCHID,80,supervised routing with lightweight prediction towers,
SAGE_series,SAGE00_official_control,SAGE_series/SAGE00_official_control.yaml,Segment,80,paired YOLO11n-seg control; excluded from default queue,
SAGE_series,SAGE01_semantic_relay,SAGE_series/SAGE01_semantic_relay.yaml,SegmentCitrusSAGE,80,mask-only adjacent semantic relay with native PAN detection,
SAGE_series,SAGE02_local_alignment,SAGE_series/SAGE02_local_alignment.yaml,SegmentCitrusSAGE,80,single regular-convolution P4/P3 alignment ablation,
SAGE_series,SAGE03_lossless_geometry,SAGE_series/SAGE03_lossless_geometry.yaml,SegmentCitrusSAGE,80,lossless P2-to-P3 geometry route without an adaptive gate,
SAGE_series,SAGE04_agreement_gate,SAGE_series/SAGE04_agreement_gate.yaml,SegmentCitrusSAGE,80,semantic-gated geometry evidence; primary SAGE candidate,
SAGE_series,SAGE10_official_control,SAGE_series/SAGE10_official_control.yaml,Segment,80,SAGE-v2 exact paired YOLO11n-seg control,
SAGE_series,SAGE11_deep_backbone,SAGE_series/SAGE11_deep_backbone.yaml,Segment,80,pretraining-compatible P4/P5 context backbone ablation,
SAGE_series,SAGE12_residual_pyramid,SAGE_series/SAGE12_residual_pyramid.yaml,SegmentCitrusSAGEV2,80,all-head residual topology pyramid without auxiliary loss,
SAGE_series,SAGE13_topology_supervision,SAGE_series/SAGE13_topology_supervision.yaml,SegmentCitrusSAGEV2,80,residual topology pyramid with shared topology supervision,
SAGE_series,SAGE14_joint_core,SAGE_series/SAGE14_joint_core.yaml,SegmentCitrusSAGEV2,80,primary accuracy candidate combining deep backbone and residual topology pyramid,
SAGE_series,SAGE15_full_task_loss,SAGE_series/SAGE15_full_task_loss.yaml,SegmentCitrusSAGEV2,80,joint core plus concavity and adjacent-instance exclusivity losses,
SAGE_series,SAGE16_replace_neck,SAGE_series/SAGE16_replace_neck.yaml,SegmentCitrusSAGEV2,80,lightweight complete PAN replacement control,
SAGE_series,SAGE17_joint_replace,SAGE_series/SAGE17_joint_replace.yaml,SegmentCitrusSAGEV2,80,deep-backbone and PAN-replacement interaction control,
SAGE_series,SAGE20_shape_context_backbone,SAGE_series/SAGE20_shape_context_backbone.yaml,Segment,80,pretraining-compatible P4/P5 axial shape-context backbone isolation,
SAGE_series,SAGE21_innovation_pyramid,SAGE_series/SAGE21_innovation_pyramid.yaml,SegmentCitrusSAGEV2,80,stock-loss measurement-prediction innovation pyramid isolation,
SAGE_series,SAGE22_contrast_topology,SAGE_series/SAGE22_contrast_topology.yaml,SegmentCitrusSAGEV2,80,innovation pyramid with explicit context interior boundary separator supervision,
SAGE_series,SAGE23_joint_core_v3,SAGE_series/SAGE23_joint_core_v3.yaml,SegmentCitrusSAGEV2,80,primary v3 shape-context backbone and supervised innovation pyramid,
SAGE_series,SAGE24_style_robust,SAGE_series/SAGE24_style_robust.yaml,SegmentCitrusSAGEV2,80,joint v3 core with training-only feature-statistics exchange,
SAGE_series,SAGE25_quality_aligned,SAGE_series/SAGE25_quality_aligned.yaml,SegmentCitrusSAGEV2,80,joint v3 core with Varifocal quality-aware classification,
SAGE_series,SAGE26_occlusion_topology,SAGE_series/SAGE26_occlusion_topology.yaml,SegmentCitrusSAGEV2,80,joint v3 core with concavity and touching-instance objectives,
SAGE_series,SAGE27_joint_lite,SAGE_series/SAGE27_joint_lite.yaml,SegmentCitrusSAGEV2,80,narrow v3 route for the accuracy-latency Pareto frontier,
