epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
56,4626.56,0.81073,1.24635,0.50414,1.25499,0,0.88835,0.81183,0.90119,0.62338,0.88128,0.80278,0.88794,0.58158,1.17955,2.0306,0.68805,1.58025,0,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,4707.65,0.79698,1.23376,0.4958,1.23553,0,0.89755,0.82551,0.90622,0.65036,0.88908,0.81183,0.89048,0.59955,1.13114,2.05384,0.70132,1.5369,0,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,4788.53,0.79747,1.23373,0.49132,1.24506,0,0.89684,0.82401,0.90731,0.64647,0.88594,0.80661,0.88647,0.5929,1.1357,2.04802,0.72376,1.54515,0,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,4870,0.79286,1.2418,0.48956,1.24208,0,0.88667,0.81618,0.8977,0.63704,0.87586,0.80392,0.88101,0.58797,1.16223,2.02873,0.73031,1.56574,0,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,4951.3,0.80379,1.23392,0.49416,1.23551,0,0.90688,0.82455,0.9136,0.64833,0.89996,0.80855,0.89767,0.6013,1.1564,1.98924,0.69297,1.56577,0,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,5032.39,0.79137,1.21848,0.48711,1.24044,0,0.88683,0.82018,0.90076,0.63975,0.87936,0.81151,0.88744,0.59507,1.15735,2.00697,0.73146,1.55826,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,5112.69,0.79623,1.22035,0.48462,1.23587,0,0.90467,0.81721,0.90591,0.65126,0.89284,0.80748,0.89282,0.6071,1.14656,2.0486,0.77344,1.54818,0,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,5193.6,0.78775,1.21784,0.48626,1.23222,0,0.89742,0.82433,0.91424,0.65098,0.88822,0.81094,0.89934,0.60423,1.14353,1.99963,0.68666,1.56892,0,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,5274.38,0.78894,1.21915,0.48386,1.23676,0,0.91018,0.80864,0.90859,0.64649,0.89351,0.80284,0.89475,0.60037,1.16057,2.00605,0.70186,1.56378,0,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,5354.99,0.78661,1.20705,0.4784,1.21885,0,0.89468,0.82546,0.90769,0.6533,0.88471,0.81647,0.89339,0.59838,1.13339,2.06026,0.71397,1.54422,0,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
