epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,50.32,1.89919,0.12672,0.46918,1.96626,1.65043,0.13369,0.32382,0.11776,0.05317,0.11879,0.30971,0.11726,0.11383,2.08937,0.97958,0.38921,3.04152,1.74973,0.000998264,0.000998264,0.000998264
18,53.2676,2.03573,0.09303,0.42064,2.18129,1.68416,0.11297,0.20765,0.10648,0.04177,0.08532,0.26794,0.10025,0.09617,2.07025,0.97103,0.38069,3.55841,1.7287,0.00099804,0.00099804,0.00099804
19,56.1486,1.92341,0.18018,0.46208,2.01513,1.62876,0.12682,0.3182,0.13594,0.07061,0.12426,0.30618,0.1189,0.11653,2.11025,0.97313,0.37846,3.2253,1.71724,0.000997803,0.000997803,0.000997803
20,59.0726,1.9042,0.18229,0.51173,2.03317,1.64115,0.17404,0.33882,0.19532,0.1116,0.15534,0.30946,0.16562,0.16501,2.1039,0.92364,0.38459,2.45106,1.74325,0.000997553,0.000997553,0.000997553
21,61.9213,1.89107,0.15675,0.42672,1.95896,1.58715,0.33008,0.26382,0.16906,0.0947,0.34263,0.18853,0.14222,0.14136,2.05688,0.90939,0.38479,2.52236,1.69487,0.000997288,0.000997288,0.000997288
22,64.7832,1.84616,0.12771,0.41927,2.01137,1.57172,0.28707,0.36971,0.2158,0.11847,0.37843,0.20676,0.14937,0.14871,1.93947,0.91548,0.38951,2.43416,1.62743,0.000997011,0.000997011,0.000997011
23,67.603,1.80377,0.13646,0.48216,1.8297,1.50974,0.22374,0.37576,0.22444,0.13041,0.20305,0.32294,0.19048,0.18987,1.83267,0.93213,0.37641,2.43173,1.56177,0.00099672,0.00099672,0.00099672
24,70.5668,1.78832,0.16961,0.46719,2.0302,1.5402,0.38404,0.26559,0.24536,0.12881,0.38207,0.25971,0.18171,0.1808,1.87573,0.93753,0.37515,2.22733,1.55686,0.000996415,0.000996415,0.000996415
25,73.3926,1.72256,0.13713,0.43031,1.76171,1.43816,0.73846,0.16984,0.20638,0.11357,0.65144,0.18029,0.15039,0.14991,1.86636,0.93424,0.38484,2.32924,1.5529,0.000996097,0.000996097,0.000996097
26,76.2477,1.60715,0.09476,0.42846,1.8058,1.4341,0.30146,0.32998,0.20495,0.13003,0.62154,0.19206,0.14927,0.14871,1.82579,0.94992,0.38568,2.39278,1.55757,0.000995765,0.000995765,0.000995765
27,79.1753,1.70672,0.12955,0.45637,1.80029,1.42328,0.12165,0.28985,0.20432,0.12514,0.58134,0.20382,0.17622,0.17534,1.81857,0.94761,0.37611,2.22142,1.51501,0.00099542,0.00099542,0.00099542
28,82.0462,1.73044,0.07399,0.41006,1.87945,1.47915,0.13612,0.31735,0.20018,0.10719,0.13863,0.33147,0.18403,0.18315,1.80272,0.9283,0.37567,2.12971,1.48258,0.000995062,0.000995062,0.000995062
29,84.9515,1.59612,0.25544,0.43872,1.79297,1.38882,0.32354,0.24092,0.17383,0.10191,0.51075,0.16706,0.13674,0.13584,1.79477,0.92688,0.38346,2.24963,1.49327,0.00099469,0.00099469,0.00099469
30,87.839,1.7172,0.25173,0.43107,1.90749,1.45322,0.36548,0.32324,0.19185,0.11652,0.36916,0.26647,0.16589,0.16458,1.80212,0.93011,0.37061,2.14353,1.49975,0.000994304,0.000994304,0.000994304
31,90.6928,1.63146,0.13859,0.40232,1.65822,1.35996,0.40098,0.31147,0.18176,0.10107,0.37962,0.28559,0.15944,0.15821,1.8667,0.91941,0.3595,2.13343,1.56442,0.000993906,0.000993906,0.000993906
32,93.593,1.61337,0.10483,0.3978,1.67157,1.34706,0.34025,0.37912,0.18083,0.11306,0.54423,0.19355,0.15387,0.15286,1.76292,0.9268,0.36067,2.11434,1.55448,0.000993494,0.000993494,0.000993494
33,96.4953,1.59984,0.20374,0.47558,1.73559,1.38337,0.17033,0.38812,0.21486,0.13637,0.17098,0.35148,0.18334,0.1822,1.69868,0.92658,0.35536,2.026,1.52351,0.000993068,0.000993068,0.000993068
34,99.3835,1.61329,0.10384,0.41011,1.63985,1.41587,0.49663,0.31824,0.22899,0.1242,0.49574,0.30647,0.16689,0.16579,1.78694,0.93693,0.36285,2.02224,1.55241,0.000992629,0.000992629,0.000992629
35,102.373,1.54819,0.07687,0.4407,1.73138,1.35374,0.51388,0.36235,0.21077,0.10968,0.31166,0.30059,0.14437,0.14335,1.78484,0.93661,0.36857,2.098,1.53772,0.000992177,0.000992177,0.000992177
36,105.282,1.55463,0.10323,0.41749,1.71509,1.32346,0.49101,0.22341,0.19371,0.11209,0.47557,0.19059,0.13552,0.13462,1.83315,0.92729,0.3726,2.27469,1.53029,0.000991711,0.000991711,0.000991711
37,108.134,1.56998,0.14707,0.50754,1.78642,1.3364,0.46596,0.22882,0.24983,0.12731,0.39092,0.19706,0.20546,0.20343,1.7368,0.92933,0.35948,1.97593,1.52231,0.000991232,0.000991232,0.000991232
38,110.999,1.57236,0.10674,0.41192,1.8509,1.35579,0.43003,0.22882,0.25946,0.12932,0.34755,0.24559,0.21423,0.21219,1.81255,0.92632,0.36209,1.97672,1.53456,0.00099074,0.00099074,0.00099074
39,113.976,1.56276,0.10708,0.42969,1.70697,1.37813,0.51052,0.22938,0.29323,0.19332,0.37008,0.23971,0.21597,0.21297,1.75515,0.92546,0.37419,2.08864,1.46541,0.000990234,0.000990234,0.000990234
40,116.915,1.4841,0.11212,0.3827,1.60213,1.25556,0.36508,0.37324,0.26642,0.14959,0.33363,0.26985,0.18803,0.18255,1.71827,0.92573,0.37631,1.9974,1.42675,0.000989715,0.000989715,0.000989715
41,119.841,1.48642,0.09659,0.47286,1.64266,1.32884,0.344,0.3788,0.22981,0.13319,0.3299,0.36169,0.18168,0.17544,1.71833,0.93584,0.37311,1.95641,1.48427,0.000989183,0.000989183,0.000989183
42,122.663,1.48857,0.14736,0.41622,1.62353,1.28017,0.35919,0.39875,0.21924,0.14133,0.32741,0.39235,0.18861,0.18568,1.66227,0.93134,0.36521,1.89118,1.46671,0.000988638,0.000988638,0.000988638
43,125.545,1.51798,0.07528,0.45742,1.72102,1.34997,0.38802,0.37912,0.24637,0.14722,0.36363,0.34735,0.21433,0.21242,1.82145,0.91985,0.35486,1.88468,1.52405,0.000988079,0.000988079,0.000988079
44,128.452,1.49049,0.11751,0.39007,1.68379,1.28313,0.33805,0.32324,0.21582,0.13132,0.32733,0.29147,0.19012,0.18846,1.75625,0.91465,0.3798,2.02229,1.47567,0.000987507,0.000987507,0.000987507
45,131.374,1.50049,0.07722,0.48231,1.629,1.28948,0.15425,0.36824,0.21861,0.14152,0.13022,0.31647,0.19014,0.18829,1.7024,0.92418,0.37476,2.04009,1.44826,0.000986922,0.000986922,0.000986922
46,134.221,1.53912,0.10263,0.4077,1.61388,1.37052,0.35027,0.38824,0.2395,0.14836,0.34604,0.29147,0.1949,0.19255,1.69048,0.92571,0.36054,1.93074,1.42959,0.000986323,0.000986323,0.000986323
47,137.13,1.4546,0.13364,0.37152,1.57913,1.2823,0.36949,0.40503,0.25759,0.14847,0.35724,0.35326,0.23195,0.2293,1.67881,0.92596,0.36062,1.98628,1.45369,0.000985711,0.000985711,0.000985711
48,139.967,1.56425,0.17894,0.47615,1.71267,1.37574,0.4252,0.40412,0.24939,0.15421,0.40096,0.39235,0.23046,0.22825,1.68077,0.9445,0.36958,2.07361,1.47416,0.000985087,0.000985087,0.000985087
49,142.819,1.38865,0.15876,0.36826,1.56147,1.25867,0.50274,0.39912,0.2507,0.14359,0.49252,0.36735,0.22753,0.22591,1.75528,0.93059,0.36207,2.0398,1.5005,0.000984449,0.000984449,0.000984449
50,145.749,1.48765,0.14251,0.48023,1.57867,1.29921,0.51545,0.34324,0.20651,0.13415,0.49903,0.34235,0.18766,0.18589,1.73184,0.93457,0.35961,1.98176,1.48875,0.000983798,0.000983798,0.000983798
51,148.625,1.40632,0.12433,0.36441,1.49729,1.20455,0.51441,0.34324,0.22687,0.14536,0.5035,0.31147,0.20244,0.20053,1.68058,0.92733,0.35665,2.00621,1.45322,0.000983133,0.000983133,0.000983133
52,151.51,1.31564,0.15766,0.35564,1.49233,1.21286,0.39899,0.455,0.23133,0.15536,0.39911,0.44324,0.21398,0.21119,1.6162,0.92347,0.34592,1.90878,1.42222,0.000982456,0.000982456,0.000982456
53,154.414,1.44452,0.07583,0.36645,1.5752,1.21925,0.33893,0.25235,0.2346,0.15489,0.33667,0.24647,0.2246,0.22238,1.63856,0.9236,0.34942,2.00236,1.4454,0.000981765,0.000981765,0.000981765
54,157.268,1.4167,0.21102,0.34541,1.57398,1.22439,0.18007,0.32824,0.24975,0.15452,0.15679,0.25953,0.23491,0.23261,1.6335,0.92632,0.35456,1.98353,1.4442,0.000981062,0.000981062,0.000981062
55,160.163,1.3739,0.08932,0.46294,1.60138,1.25615,0.2105,0.30324,0.25027,0.1545,0.15843,0.31147,0.22446,0.22238,1.59363,0.93766,0.36587,1.93109,1.4204,0.000980345,0.000980345,0.000980345
56,163.123,1.37281,0.21573,0.35891,1.54171,1.22015,0.38985,0.32912,0.23856,0.15174,0.36112,0.31735,0.22003,0.216,1.52244,0.93081,0.36204,1.82759,1.37818,0.000979616,0.000979616,0.000979616
57,165.97,1.36182,0.10678,0.38466,1.49016,1.20183,0.15134,0.38054,0.23625,0.15073,0.15334,0.37546,0.21351,0.20995,1.55932,0.9393,0.35451,1.91624,1.4012,0.000978873,0.000978873,0.000978873
58,168.819,1.34661,0.09902,0.39354,1.50125,1.21548,0.11589,0.36824,0.23835,0.1522,0.10905,0.36646,0.21267,0.20961,1.64391,0.93907,0.35033,1.88625,1.41463,0.000978118,0.000978118,0.000978118
59,171.658,1.28517,0.09567,0.37243,1.4553,1.2127,0.52226,0.34324,0.24128,0.14852,0.52095,0.31147,0.20475,0.20257,1.67711,0.92383,0.36455,1.98295,1.42132,0.000977349,0.000977349,0.000977349
60,174.603,1.30413,0.18632,0.41527,1.49816,1.20461,0.5424,0.34824,0.23198,0.14265,0.52707,0.33647,0.20042,0.1976,1.55687,0.92684,0.35976,1.79488,1.3772,0.000976567,0.000976567,0.000976567
61,177.547,1.35924,0.10147,0.34768,1.54318,1.20617,0.53874,0.37412,0.23077,0.14624,0.53003,0.38383,0.20827,0.20629,1.62613,0.93819,0.36238,1.84446,1.42641,0.000975773,0.000975773,0.000975773
62,180.399,1.32226,0.0885,0.41092,1.66123,1.27799,0.53864,0.31735,0.23549,0.14816,0.52082,0.38235,0.21357,0.21109,1.61824,0.93872,0.36699,1.99205,1.47876,0.000974966,0.000974966,0.000974966
63,183.31,1.3549,0.10241,0.47422,1.5689,1.22705,0.53073,0.41324,0.25638,0.16531,0.52453,0.40147,0.23469,0.2312,1.67533,0.94029,0.37948,2.01901,1.5166,0.000974145,0.000974145,0.000974145
64,186.232,1.242,0.14588,0.32632,1.42685,1.15617,0.49144,0.51412,0.28022,0.18964,0.26245,0.51999,0.25925,0.25724,1.59648,0.92936,0.3722,1.88933,1.43039,0.000973312,0.000973312,0.000973312
65,189.07,1.26208,0.21321,0.40935,1.40794,1.17054,0.38796,0.50929,0.29262,0.18944,0.37738,0.44198,0.25971,0.25516,1.52731,0.92981,0.36189,1.88737,1.40271,0.000972466,0.000972466,0.000972466
66,191.953,1.318,0.18568,0.36993,1.41568,1.2161,0.463,0.31912,0.28318,0.18387,0.48445,0.30735,0.2584,0.25705,1.52855,0.92575,0.35604,1.96397,1.3927,0.000971608,0.000971608,0.000971608
67,194.751,1.23189,0.14945,0.35807,1.43937,1.18724,0.28942,0.22508,0.27187,0.17488,0.28236,0.20802,0.25636,0.25556,1.50936,0.92546,0.34887,1.97526,1.37451,0.000970736,0.000970736,0.000970736
68,197.63,1.31166,0.08368,0.34234,1.46461,1.15993,0.31757,0.335,0.24247,0.16254,0.51021,0.30324,0.19922,0.19896,1.47419,0.92799,0.33866,1.88575,1.34404,0.000969852,0.000969852,0.000969852
69,200.568,1.18472,0.10724,0.31359,1.39334,1.12623,0.49914,0.335,0.26391,0.16168,0.49692,0.32324,0.1985,0.19781,1.48375,0.92604,0.33942,1.85223,1.34268,0.000968955,0.000968955,0.000968955
70,203.498,1.23229,0.19336,0.43514,1.47442,1.15519,0.49215,0.28912,0.21736,0.1415,0.48938,0.27735,0.19153,0.18907,1.48582,0.92526,0.35183,1.9269,1.3657,0.000968045,0.000968045,0.000968045
71,206.392,1.22378,0.11019,0.35537,1.40118,1.15855,0.53353,0.28912,0.19872,0.12835,0.50477,0.26324,0.18307,0.17835,1.48459,0.92578,0.36492,1.86474,1.37763,0.000967122,0.000967122,0.000967122
72,209.321,1.21283,0.18018,0.36254,1.44922,1.15765,0.5842,0.22735,0.21768,0.12865,0.51146,0.38735,0.19151,0.1906,1.56108,0.92562,0.36115,2.00695,1.43213,0.000966187,0.000966187,0.000966187
73,212.196,1.23289,0.17852,0.42989,1.4401,1.15152,0.58935,0.24735,0.22306,0.14685,0.51915,0.35647,0.1902,0.18675,1.41431,0.9289,0.34683,1.88615,1.37941,0.000965239,0.000965239,0.000965239
74,215.112,1.21114,0.10127,0.35542,1.40502,1.14334,0.55699,0.28735,0.23891,0.15464,0.5396,0.24147,0.19806,0.19583,1.44158,0.92894,0.34688,1.88023,1.3627,0.000964279,0.000964279,0.000964279
75,217.956,1.2444,0.12966,0.41329,1.52738,1.18841,0.55736,0.27235,0.21919,0.14339,0.54699,0.24647,0.20661,0.20495,1.53399,0.92662,0.35236,1.94247,1.39437,0.000963306,0.000963306,0.000963306
76,220.928,1.24244,0.12477,0.39974,1.43516,1.19475,0.16023,0.4,0.23817,0.16242,0.151,0.37339,0.20797,0.20443,1.43463,0.92718,0.34772,1.80484,1.35824,0.00096232,0.00096232,0.00096232
77,223.787,1.20822,0.17453,0.32827,1.43505,1.14387,0.38211,0.34088,0.24962,0.16614,0.14916,0.37824,0.22435,0.22218,1.47178,0.92462,0.37394,1.85096,1.38644,0.000961322,0.000961322,0.000961322
78,226.66,1.25631,0.16758,0.37526,1.40624,1.19264,0.35817,0.25235,0.2416,0.15983,0.12169,0.33116,0.22143,0.21825,1.42275,0.9271,0.38542,1.88828,1.35976,0.000960312,0.000960312,0.000960312
79,229.485,1.22876,0.112,0.35081,1.36323,1.15565,0.33859,0.26412,0.24011,0.15247,0.31462,0.23235,0.22864,0.2248,1.44555,0.94215,0.38123,1.84979,1.34954,0.000959289,0.000959289,0.000959289
80,232.379,1.19819,0.04008,0.32947,1.36978,1.14767,0.1172,0.33412,0.21686,0.14293,0.56639,0.18971,0.20601,0.2031,1.55397,0.92674,0.3668,1.96223,1.39239,0.000958253,0.000958253,0.000958253
81,235.221,1.26153,0.12263,0.38507,1.40579,1.22738,0.12498,0.39,0.20698,0.14363,0.1155,0.39793,0.19511,0.19199,1.47258,0.93981,0.3536,1.91146,1.3747,0.000957205,0.000957205,0.000957205
82,238.218,1.27473,0.06399,0.37959,1.37291,1.21154,0.12177,0.32919,0.1958,0.13614,0.11103,0.32735,0.19268,0.1865,1.49792,0.93254,0.3569,1.84156,1.35985,0.000956145,0.000956145,0.000956145
83,241.028,1.18915,0.13226,0.38197,1.44991,1.14882,0.31491,0.28324,0.20823,0.14541,0.31422,0.28003,0.19971,0.19548,1.44047,0.92719,0.41105,1.94381,1.3363,0.000955072,0.000955072,0.000955072
84,244.17,1.26861,0.12201,0.38481,1.37717,1.13481,0.11344,0.32303,0.20195,0.13976,0.11201,0.34931,0.19286,0.18762,1.51651,0.92979,0.41626,2.13102,1.38858,0.000953987,0.000953987,0.000953987
85,247.074,1.20711,0.09816,0.36376,1.37403,1.11111,0.52041,0.26735,0.2071,0.14891,0.12058,0.40235,0.20303,0.19724,1.54807,0.93065,0.36748,1.94672,1.39448,0.000952889,0.000952889,0.000952889
86,249.913,1.21322,0.15686,0.40679,1.5228,1.1676,0.53161,0.28938,0.20456,0.14418,0.12986,0.39715,0.20164,0.19574,1.52247,0.93192,0.37111,1.90924,1.38268,0.00095178,0.00095178,0.00095178
87,252.681,1.18993,0.10004,0.38019,1.40155,1.18693,0.32838,0.27235,0.19691,0.13099,0.12692,0.31147,0.19199,0.18748,1.44131,0.92621,0.39225,1.894,1.37355,0.000950658,0.000950658,0.000950658
88,255.594,1.14658,0.07038,0.355,1.305,1.10428,0.15003,0.34824,0.19892,0.13343,0.13497,0.42105,0.19084,0.18417,1.36205,0.9291,0.3784,1.77695,1.34319,0.000949524,0.000949524,0.000949524
89,258.474,1.19821,0.23259,0.38193,1.3972,1.15085,0.56036,0.32235,0.20129,0.13457,0.14645,0.35994,0.19476,0.18838,1.55307,0.94421,0.37702,1.87616,1.39874,0.000948377,0.000948377,0.000948377
90,261.257,1.25233,0.07007,0.35536,1.35013,1.13858,0.58632,0.29147,0.21726,0.14388,0.13699,0.34735,0.20479,0.19875,1.45,0.93665,0.39663,1.84381,1.34789,0.000947219,0.000947219,0.000947219
91,264.081,1.25449,0.14325,0.3637,1.313,1.16721,0.38623,0.27735,0.22752,0.14426,0.59337,0.22059,0.2121,0.20669,1.43472,0.92585,0.39013,1.82481,1.34095,0.000946048,0.000946048,0.000946048
92,266.948,1.21703,0.07133,0.39117,1.44065,1.15538,0.15607,0.33412,0.25991,0.16292,0.154,0.32696,0.24634,0.24144,1.46289,0.9266,0.37483,1.78384,1.3241,0.000944866,0.000944866,0.000944866
93,269.761,1.21756,0.11131,0.35061,1.36311,1.11476,0.14173,0.38412,0.26283,0.16827,0.88653,0.18295,0.2447,0.24288,1.4431,0.92883,0.3641,1.79483,1.35292,0.000943671,0.000943671,0.000943671
94,272.592,1.16987,0.17896,0.31329,1.25361,1.10966,0.86918,0.19646,0.2431,0.14805,0.86542,0.19058,0.22651,0.22627,1.53441,0.92816,0.37923,1.85188,1.42709,0.000942464,0.000942464,0.000942464
