epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
79,0.04035808234433644,0.9888,0.10275684239843394,0.966
80,0.03203532168837264,0.9885,0.399098794080317,0.907
81,0.053357345589157196,0.9846,0.11915809444291517,0.962
82,0.024318668876378798,0.9914000000000001,0.11477022901664896,0.968
83,0.02708694351587328,0.9908,0.16876791946985759,0.9530000000000001
84,0.03833575461363653,0.9879,0.20906677946541458,0.936
85,0.028451808957196772,0.9909,0.1413464416512288,0.9580000000000001
86,0.04629312814497389,0.9869,0.16171714314306154,0.9490000000000001
87,0.015747086502378806,0.9957,0.12249926000693268,0.971
88,0.043953749405630516,0.9865,0.11943473868863658,0.963
89,0.028568057800555834,0.9911000000000001,0.20702018789280555,0.9490000000000001
90,0.03050080245907884,0.9886,0.16671146760135888,0.9550000000000001
91,0.03885638417623704,0.9866,0.1101123078763485,0.972
92,0.03237540625142865,0.9897,0.21374664124690754,0.9470000000000001
93,0.02469517163057171,0.9919,0.1445094152292811,0.9580000000000001
94,0.01909754803693286,0.993,0.3304656038717421,0.9390000000000001
95,0.05038982077153632,0.9855,0.1509836425371468,0.9440000000000001
96,0.03617488913732814,0.9894000000000001,0.17592239590484315,0.9520000000000001
97,0.016376381709289855,0.9938,0.11833567321312148,0.966
98,0.003777605631612096,0.9989,0.2750878052905464,0.928
99,0.08110728460589889,0.9750000000000001,0.12639041593461298,0.962
100,0.021567120321973925,0.9938,0.19571364101391306,0.961
