confidence,recall,precision
0.9671656489372253,0.0009532888465204957,1.0
0.9554042220115662,0.03336510962821735,1.0
0.9512318968772888,0.0657769304099142,1.0
0.9492045640945435,0.09818875119161107,1.0
0.9455282092094421,0.1306005719733079,1.0
0.9436221122741699,0.16396568160152525,1.0
0.9416528940200806,0.19637750238322213,1.0
0.9394110441207886,0.22878932316491898,1.0
0.937290370464325,0.2612011439466158,1.0
0.9338529109954834,0.2945662535748332,1.0
0.930412769317627,0.32697807435653004,1.0
0.9262945652008057,0.3593898951382269,1.0
0.9220157265663147,0.39180171591992374,1.0
0.9147024750709534,0.4242135367016206,1.0
0.9103972315788269,0.45757864632983797,1.0
0.9046648144721985,0.4890371782650143,0.9980544747081712
0.8955150246620178,0.5214489990467112,0.9981751824817519
0.8861120939254761,0.5510009532888466,0.993127147766323
0.8726341128349304,0.5834127740705434,0.9918962722852512
0.8574252724647522,0.6129647283126788,0.9877112135176651
0.8413377404212952,0.6434699714013346,0.9854014598540146
0.8266118168830872,0.6701620591039085,0.9777468706536857
0.8147596716880798,0.6968541468064824,0.9707835325365206
0.7961583137512207,0.7225929456625357,0.9619289340101523
0.7686511278152466,0.7435653002859867,0.948905109489051
0.7453716993331909,0.7664442326024785,0.9392523364485982
0.7177615761756897,0.786463298379409,0.9269662921348315
0.6746516227722168,0.8007626310772163,0.9081081081081082
0.6322999000549316,0.8131553860819828,0.8894681960375391
0.5849185585975647,0.8265014299332698,0.8731117824773413
0.5360412001609802,0.8350810295519543,0.8529698149951315
0.496730774641037,0.8465204957102002,0.8361581920903954
0.4473961889743805,0.8531935176358436,0.8166058394160584
0.4188331663608551,0.8570066730219257,0.7955752212389381
0.3877629339694977,0.8646329837940896,0.7792096219931272
0.3578302264213562,0.8684461391801716,0.7604340567612687
0.3341771364212036,0.871306005719733,0.7412814274128142
0.30582091212272644,0.8732125834127741,0.7229676400947119
0.2886632978916168,0.8751191611058151,0.7056110684089162
0.26995471119880676,0.8779790276453765,0.6898876404494382
0.25219354033470154,0.880838894184938,0.6744525547445256
0.23538535833358765,0.8846520495710201,0.6609686609686609
0.21714061498641968,0.8856053384175405,0.6460361613351877
0.19960474967956543,0.8903717826501429,0.6345108695652174
0.18735870718955994,0.892278360343184,0.6215139442231076
0.17646555602550507,0.892278360343184,0.6073977936404932
0.16724175214767456,0.892278360343184,0.5942857142857143
0.1580810546875,0.8960915157292659,0.584213797389683
0.147982656955719,0.8960915157292659,0.5721241631162508
0.14024779200553894,0.8970448045757865,0.5607866507747318
0.1329156905412674,0.897998093422307,0.5502336448598131
0.1250159740447998,0.9008579599618685,0.5412371134020618
0.11900781840085983,0.9027645376549094,0.5320224719101123
0.11292283982038498,0.90371782650143,0.5223140495867769
0.10804378241300583,0.9046711153479504,0.513250405624662
0.10312449932098389,0.9046711153479504,0.5039830058417419
