epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
48,3643.72,1.08262,1.69967,0.79216,1.29718,0,0.83299,0.67237,0.7633,0.47485,0.823,0.65323,0.7425,0.43665,1.47354,2.37458,1.27514,1.7339,0,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,3717.9,1.07965,1.69051,0.77407,1.30286,0,0.78006,0.56567,0.6518,0.40944,0.76819,0.55632,0.63456,0.3803,1.62943,2.45174,1.62788,1.86487,0,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,3791.7,1.07622,1.69947,0.77285,1.29196,0,0.82325,0.62279,0.70886,0.43562,0.81329,0.61525,0.69796,0.41036,1.49704,2.35121,1.379,1.78107,0,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,3865.66,1.06903,1.68138,0.76708,1.28844,0,0.82045,0.63613,0.71963,0.44031,0.806,0.62627,0.70557,0.40812,1.52771,2.42493,1.35045,1.79679,0,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,3939.92,1.07226,1.68767,0.77617,1.29207,0,0.82807,0.64859,0.74011,0.46056,0.81786,0.63792,0.72029,0.42634,1.47932,2.36865,1.27255,1.73798,0,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,4015.68,1.05639,1.66579,0.75639,1.2757,0,0.8217,0.59814,0.69042,0.39859,0.81076,0.59998,0.68556,0.3723,1.68583,2.59526,1.46611,1.97462,0,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,4089.27,1.06321,1.67753,0.76084,1.2693,0,0.85496,0.67614,0.7844,0.47808,0.82622,0.67933,0.77046,0.44618,1.48083,2.33662,1.14024,1.76056,0,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,4164.39,1.05559,1.68141,0.76366,1.27202,0,0.83221,0.65575,0.73835,0.43959,0.8239,0.6512,0.72938,0.41221,1.55459,2.41458,1.26568,1.84264,0,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,4240.64,1.05313,1.65179,0.74983,1.27057,0,0.82521,0.66164,0.75023,0.43376,0.82099,0.66077,0.74369,0.40813,1.5915,2.48907,1.23722,1.90048,0,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,4316.34,1.0522,1.64645,0.75296,1.2668,0,0.81754,0.70542,0.78164,0.47,0.80813,0.6973,0.76651,0.43703,1.52125,2.46536,1.10376,1.82609,0,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,4391.59,1.03464,1.63806,0.74683,1.25099,0,0.82013,0.67179,0.75833,0.48573,0.81138,0.66338,0.74182,0.44579,1.39453,2.29801,1.17932,1.63017,0,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,4468.05,1.0294,1.63576,0.73926,1.24886,0,0.84143,0.69295,0.77645,0.47852,0.82731,0.686,0.76498,0.43965,1.47497,2.39438,1.21504,1.74267,0,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,4544.76,1.05245,1.62676,0.74071,1.25758,0,0.84005,0.63526,0.74608,0.47528,0.82931,0.62714,0.73113,0.43574,1.44319,2.38978,1.43106,1.6914,0,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,4620.17,1.03287,1.62395,0.72881,1.24113,0,0.84794,0.68389,0.78085,0.48505,0.83775,0.67369,0.76524,0.44914,1.42407,2.30459,1.13253,1.66898,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,4697.13,1.03284,1.63091,0.73212,1.24677,0,0.83047,0.64482,0.73637,0.45081,0.82412,0.63989,0.72885,0.41857,1.52014,2.4611,1.24858,1.77438,0,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,4771.43,1.04664,1.64076,0.74229,1.25851,0,0.87003,0.67155,0.76657,0.48562,0.85764,0.66199,0.74875,0.44869,1.41236,2.25025,1.18483,1.68082,0,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,4846.25,1.03141,1.61385,0.72978,1.24129,0,0.83996,0.73499,0.80979,0.50659,0.82537,0.71818,0.78728,0.46533,1.40689,2.23577,0.98748,1.62887,0,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,4923.74,1.02365,1.59219,0.71871,1.23566,0,0.84176,0.63381,0.72228,0.4604,0.83668,0.6254,0.70917,0.42719,1.45947,2.40275,1.43125,1.68784,0,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,4999.89,1.02245,1.61465,0.7253,1.23916,0,0.81882,0.67643,0.76455,0.48786,0.82135,0.64656,0.74034,0.45021,1.40808,2.26207,1.19676,1.64982,0,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,5074.2,1.03006,1.62469,0.72761,1.23822,0,0.85536,0.6773,0.7696,0.44994,0.84514,0.67405,0.7587,0.41681,1.57876,2.53032,1.17329,1.85215,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,5144.31,1.02334,1.60641,0.71917,1.22519,0,0.83858,0.67328,0.74954,0.4644,0.81609,0.65091,0.71664,0.42105,1.50467,2.47702,1.19223,1.69329,0,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,5213.77,1.01555,1.59364,0.70919,1.22587,0,0.83355,0.62144,0.71834,0.45,0.8265,0.60568,0.69677,0.42168,1.53034,2.38178,1.41173,1.70211,0,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,5283.31,1.026,1.62255,0.71994,1.23474,0,0.84472,0.68977,0.78709,0.49211,0.83126,0.67585,0.76381,0.45745,1.43274,2.31087,1.09631,1.62889,0,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,5353,1.0082,1.57917,0.7073,1.2213,0,0.83293,0.65845,0.7414,0.47176,0.82449,0.65178,0.72862,0.4347,1.42489,2.34469,1.26843,1.63635,0,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,5422.46,1.01665,1.59187,0.71241,1.22041,0,0.83192,0.6541,0.73936,0.47487,0.81975,0.64453,0.7232,0.43916,1.41858,2.41833,1.3055,1.66185,0,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,5491.82,1.00592,1.56584,0.70669,1.22129,0,0.8499,0.67034,0.76515,0.48108,0.83563,0.6599,0.74972,0.44833,1.42873,2.30255,1.27936,1.66024,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,5561.62,1.00174,1.57677,0.70378,1.21553,0,0.8164,0.64859,0.73434,0.40974,0.80816,0.65294,0.73309,0.38738,1.70328,2.66585,1.2199,2.01779,0,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,5631.81,1.00304,1.59165,0.71873,1.21806,0,0.81002,0.59988,0.68947,0.4355,0.81781,0.58133,0.67501,0.40044,1.5309,2.45547,1.51101,1.72896,0,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,5700.77,1.01364,1.58335,0.7062,1.21856,0,0.82137,0.63033,0.72204,0.44101,0.81886,0.61997,0.71225,0.4142,1.5086,2.4271,1.38778,1.73867,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,5769.71,1.00378,1.57409,0.70304,1.21299,0,0.80071,0.58858,0.66074,0.43425,0.79168,0.57466,0.64332,0.39843,1.49072,2.56399,1.54186,1.69694,0,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,5838.41,1.00916,1.56803,0.70077,1.21534,0,0.82745,0.70397,0.7853,0.49791,0.81416,0.69266,0.76738,0.45987,1.39852,2.32435,1.08096,1.61013,0,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
